Kinase Uniprot ID	Kinase Name	Mean Specificity Score	Mean Significance Score	Mean Final Score	Median Final score	Mean Kinase Statistic	Median Kinase Statistic	SD Kinase Statitistic	Mean peptide set size
O95819	HGK/ZC1	2.51964536074983	NA	2.51964536074983	2.69897000433602	-0.489226066782361	-0.464154267311096	0.0336888129224501	4.71428571428571
P17612	PKA[alpha]	1.69189808169178	NA	1.69189808169178	1.69897000433602	-0.162304010086981	-0.157199891408284	0.0100205567499778	36.8888888888889
O15075	DCAMKL1	1.5595932038596	NA	1.5595932038596	1.5595932038596	-0.402150313059489	-0.402150313059489	0	3
Q9HBY8	SGK2	1.38660415254373	NA	1.38660415254373	1.44369749923271	-0.223779570091426	-0.207196767513569	0.0448368745372997	12
P51817	PRKX	1.51360839498713	NA	1.51360839498713	1.3767507096021	-0.189679729175384	-0.180067117015521	0.0467650711210705	24
O43930	PRKY	1.1283722103469	NA	1.1283722103469	1.30102999566398	-0.277619898098486	-0.326758782068888	0.125926210537942	8
P31751	Akt2/PKB[beta]	1.09127196875279	NA	1.09127196875279	1.22184874961636	-0.164528149561605	-0.169090083012214	0.0134817448906382	22.1111111111111
P31749	Akt1/PKB[alpha]	1.10209093708679	NA	1.10209093708679	1.19382002601611	-0.165966382198157	-0.17258241902227	0.0130993306746936	23.3333333333333
O43293	DAPK3	1.08762002688575	NA	1.08762002688575	1.08618614761628	0.316897448566225	0.320136427879333	0.00971693793932597	3.11111111111111
Q05655	PKC[delta]	1.10461513559895	NA	1.10461513559895	1.08618614761628	-0.171552924262624	-0.169224370093573	0.0118043800271314	20.6666666666667
P23443	p70S6K	0.95636096975279	NA	0.95636096975279	1.07572071393812	-0.168958464254909	-0.174222934813727	0.0293090809797795	16.7777777777778
O00141	SGK1	1.05917016397027	NA	1.05917016397027	1.04575749056068	-0.324397842089335	-0.324397842089335	0	3
P04049	RAF1	0.962201780114823	NA	0.962201780114823	1.00877392430751	-0.230862988870611	-0.24759848912557	0.036122560732354	6.33333333333333
Q9UIK4	DAPK2	0.981059503594289	NA	0.981059503594289	0.96657624451305	-0.293953935305278	-0.293953935305278	0	3
Q00532	CDKL1	0.828317784314511	NA	0.828317784314511	0.818156412055227	-0.222817790281205	-0.213189085324605	0.0215001919139102	5.6
Q13237	PKG2	0.83465107452328	NA	0.83465107452328	0.795880017344075	-0.141855365650391	-0.136380277181927	0.0197817936856533	25.8888888888889
Q9UKE5	TNIK/ZC2	0.755999692647241	NA	0.755999692647241	0.752089123307047	-0.246590813000997	-0.246590813000997	0	3
Q13131	AMPK[alpha]1	0.939653096532423	NA	0.939653096532423	0.749579997691106	-0.207118896433075	-0.186188538869222	0.0428564100671041	8
P24723	PKC[eta]	0.614715625647732	NA	0.614715625647732	0.657577319177794	-0.144986738297953	-0.151092581450939	0.0204106932925203	13.3333333333333
Q9Y6S9	RSKL2	0.650640341530898	NA	0.650640341530898	0.651909206415738	-0.21692152818044	-0.21692152818044	0	3
P16066	ANP[alpha]	0.636759169721771	NA	0.636759169721771	0.645891560852599	-0.138985513139073	-0.140791330072615	0.00567081467046451	18.2222222222222
O14757	CHK1	0.574019141254663	NA	0.574019141254663	0.642065152999546	-0.149675321720895	-0.166174277663231	0.0327391007367235	7.77777777777778
Q96S38	RSKL1	0.611770834753965	NA	0.611770834753965	0.623438377659144	0.210842688878377	0.210842688878377	0	3
Q15131	CDK10	0.604926996722489	NA	0.604926996722489	0.595166283380062	-0.186530808040074	-0.17287380695343	0.0324771103323369	4.57142857142857
Q9BWU1	CDK11	0.607950163213725	NA	0.607950163213725	0.595166283380062	-0.209697246551514	-0.209697246551514	0	3
P68400	CK2[alpha]1	0.580761450013854	NA	0.580761450013854	0.585026652029182	0.202560782432556	0.202560782432556	0	3
Q04759	PKC[theta]	0.582711678079595	NA	0.582711678079595	0.571865205971211	-0.131878099383894	-0.128762597387487	0.0132966540115596	21
O15264	p38[delta]	0.419044067653641	NA	0.419044067653641	0.565431095965801	-0.105724525830102	-0.141824531555176	0.0511690278094461	11.4444444444444
P42345	mTOR/FRAP	0.507279217917275	NA	0.507279217917275	0.537602002101044	-0.162692414389716	-0.17147753238678	0.0104178683940214	4.55555555555556
