Kinase Uniprot ID	Kinase Name	Mean Specificity Score	Mean Significance Score	Mean Final Score	Median Final score	Mean Kinase Statistic	Median Kinase Statistic	SD Kinase Statitistic	Mean peptide set size
P11309	Pim1	2.03636385206514	NA	2.03636385206514	2.09691001300806	0.360521567839188	0.362475983950557	0.00781624178418383	47.5555555555556
Q13976	PKG1	1.96134677702412	NA	1.96134677702412	2	0.431228480094506	0.436210994720459	0.0199506400319857	27.6666666666667
P17252	PKC[alpha]	1.90448518188738	NA	1.90448518188738	1.92081875395238	0.473255319462026	0.462769990875607	0.0343650577210336	20
Q04759	PKC[theta]	2.08397673220805	NA	2.08397673220805	1.92081875395238	0.497156179996764	0.511132403423912	0.028505723008382	18
P05129	PKC[gamma]	1.83581849129622	NA	1.83581849129622	1.85387196432176	0.558260395477383	0.574094424645106	0.025867401358051	11.4444444444444
Q16566	CaMK4	2.00062978478767	NA	2.00062978478767	1.85387196432176	0.61596254463549	0.640581035614014	0.0360224628296365	8.55555555555556
Q86V86	Pim3	1.73316835482426	NA	1.73316835482426	1.55284196865778	0.357940117587677	0.359777405148461	0.0121325884877447	43.6666666666667
Q9P1W9	Pim2	1.49159943668603	NA	1.49159943668603	1.46852108295774	0.397643134279021	0.402836219469706	0.0228445847365861	29.6666666666667
Q02156	PKC[epsilon]	1.28712236629946	NA	1.28712236629946	1.39794000867204	0.445221043061716	0.448542284965515	0.0233310951858269	15.6666666666667
P68400	CK2[alpha]1	1.23038335058968	NA	1.23038335058968	1.23657200643706	0.700632890065511	0.700632890065511	0	3
O14965	AurA/Aur2	1.13508130002816	NA	1.13508130002816	1.14266750356873	0.597879827022552	0.597879827022552	0	4
P24723	PKC[eta]	1.08779206781987	NA	1.08779206781987	1.13076828026902	0.451763097634391	0.467963973681132	0.0382873011350535	11.2222222222222
P31749	Akt1/PKB[alpha]	1.16488477051462	NA	1.16488477051462	1.13076828026902	0.405790281831155	0.421563443384672	0.0351544697006958	21.6666666666667
Q05655	PKC[delta]	1.06605961869492	NA	1.06605961869492	1.07572071393812	0.405796180953059	0.403505861759186	0.0142771507534859	17.6666666666667
Q16644	MAPKAPK3	0.888514819586476	NA	0.888514819586476	1.04575749056068	0.37396344833925	0.395870137214661	0.0294957166622996	19.4444444444444
P31751	Akt2/PKB[beta]	0.964924016979772	NA	0.964924016979772	1.0268721464003	0.386587181857141	0.389025596055117	0.0359607342301155	20.3333333333333
P41279	COT	1.02736787635418	NA	1.02736787635418	1.01772876696043	0.623735706011454	0.623735706011454	0	3
Q15418	RSK3	0.983454253678131	NA	0.983454253678131	0.98296666070122	0.453418409824371	0.453418409824371	0	10
Q05513	PKC[zeta]	0.970781124128075	NA	0.970781124128075	0.97469413473523	0.466112440971681	0.474098652601242	0.0216733832840228	8.33333333333333
Q15131	CDK10	0.954815256981842	NA	0.954815256981842	0.946938562996673	0.576427702109019	0.553164601325989	0.0453268785795323	3.83333333333333
P49137	MAPKAPK2	0.924546140017553	NA	0.924546140017553	0.872895201635192	0.393522751070938	0.379511563401473	0.0407707083268652	16.7777777777778
Q15349	RSK1/p90RSK	0.865705890753708	NA	0.865705890753708	0.860120913598763	0.475559850533803	0.475559850533803	0	6
O60285	NuaK1	0.825440517123093	NA	0.825440517123093	0.819514058137032	0.515050848325094	0.511201620101929	0.00942864505027388	3.83333333333333
P05771	PKC[beta]	0.807708401357791	NA	0.807708401357791	0.812479279163537	0.429043677118089	0.429043677118089	0	9
