Kinase,Score,Rank,Method,Perc,Qrt,hgnc_symbol,group,KinaseFamily,subfamily
AAK1,299,265,KEA3,0.09714285714285714,1,AAK1,OTHER,"NAK",BIKE
ABL1,37,21,KEA3,0.9371428571428572,4,ABL1,TK,ABL,NA
ABL2,112.66666666666667,103,KEA3,0.6457142857142857,3,ABL2,TK,ABL,NA
ACVR1,72.5,57,KEA3,0.8142857142857143,4,ACVR1,TKL,STKR,TYPE1
ACVR1B,217.5,211,KEA3,0.2571428571428571,2,ACVR1B,TKL,STKR,TYPE1
ACVR2B,213,207,KEA3,0.26857142857142857,2,ACVR2B,TKL,STKR,TYPE2
AKT1,13.666666666666666,6,KEA3,0.9857142857142858,4,AKT1,AGC,AKT,NA
AKT2,42.666666666666664,28,KEA3,0.9142857142857143,4,AKT2,AGC,AKT,NA
AKT3,69,52,KEA3,0.8314285714285714,4,AKT3,AGC,AKT,NA
ALK,48.5,31,KEA3,0.9057142857142857,4,ALK,TK,ALK,NA
ARAF,54,38,KEA3,0.8828571428571429,4,ARAF,TKL,RAF,RAF
ATM,111,100,KEA3,0.6571428571428571,3,ATM,ATYPICAL,PIKK,ATM
ATR,78.33333333333333,62,KEA3,0.8,4,ATR,ATYPICAL,PIKK,ATR
AURKA,32,15,KEA3,0.9542857142857143,4,AURKA,OTHER,AUR,NA
AURKB,50.333333333333336,34,KEA3,0.8971428571428571,4,AURKB,OTHER,AUR,NA
AURKC,185.5,186,KEA3,0.3457142857142857,2,AURKC,OTHER,AUR,NA
AXL,200,199,KEA3,0.3,2,AXL,TK,AXL,NA
BLK,258,237,KEA3,0.17714285714285713,1,BLK,TK,SRC,SRCB
BMP2K,326,288,KEA3,0.03142857142857143,1,BMP2K,OTHER,"NAK",BIKE
BMPR1A,169.5,171,KEA3,0.4,2,BMPR1A,TKL,STKR,TYPE1
BMPR1B,110,99,KEA3,0.6628571428571428,3,BMPR1B,TKL,STKR,TYPE1
BMPR2,166.5,168,KEA3,0.4142857142857143,2,BMPR2,TKL,STKR,TYPE2
BMX,129,126,KEA3,0.5657142857142857,3,BMX,TK,TEC,NA
BRAF,74,58,KEA3,0.8114285714285714,4,BRAF,TKL,RAF,RAF
BRSK1,132.33333333333334,132,KEA3,0.5485714285714286,3,BRSK1,CAMK,CAMKL,BRSK
BRSK2,305,271,KEA3,0.08,1,BRSK2,CAMK,CAMKL,BRSK
BTK,91.66666666666667,78,KEA3,0.74,3,BTK,TK,TEC,NA
BUB1,166.5,168,KEA3,0.4142857142857143,2,BUB1,OTHER,BUB,NA
CAMK1,153.33333333333334,159,KEA3,0.4542857142857143,2,CAMK1,CAMK,CAMK1,NA
CAMK1D,243,227,KEA3,0.20857142857142857,1,CAMK1D,CAMK,CAMK1,NA
CAMK2A,53,36,KEA3,0.8914285714285715,4,CAMK2A,CAMK,CAMK2,NA
