Kinase,Score,Rank,Method,Perc,Qrt,hgnc_symbol,group,KinaseFamily,subfamily
AAK1,299,261,KEA3,0.09714285714285714,1,AAK1,OTHER,"NAK",BIKE
ABL1,67,42,KEA3,0.8628571428571429,4,ABL1,TK,ABL,NA
ABL2,135,145,KEA3,0.4942857142857143,2,ABL2,TK,ABL,NA
ACVR1,109,109,KEA3,0.6228571428571429,3,ACVR1,TKL,STKR,TYPE1
ACVR1B,189.5,193,KEA3,0.32,2,ACVR1B,TKL,STKR,TYPE1
ACVR2B,211,210,KEA3,0.26,2,ACVR2B,TKL,STKR,TYPE2
AKT1,93.66666666666667,80,KEA3,0.7257142857142858,3,AKT1,AGC,AKT,NA
AKT2,31.666666666666668,13,KEA3,0.9657142857142857,4,AKT2,AGC,AKT,NA
AKT3,30,12,KEA3,0.9685714285714285,4,AKT3,AGC,AKT,NA
ALK,87,72,KEA3,0.7485714285714286,3,ALK,TK,ALK,NA
ARAF,125.5,134,KEA3,0.5285714285714286,3,ARAF,TKL,RAF,RAF
ATM,112,115,KEA3,0.5971428571428572,3,ATM,ATYPICAL,PIKK,ATM
ATR,74.33333333333333,54,KEA3,0.8228571428571428,4,ATR,ATYPICAL,PIKK,ATR
AURKA,110.66666666666667,112,KEA3,0.6142857142857143,3,AURKA,OTHER,AUR,NA
AURKB,78.33333333333333,58,KEA3,0.8028571428571428,4,AURKB,OTHER,AUR,NA
AURKC,184.5,189,KEA3,0.3314285714285714,2,AURKC,OTHER,AUR,NA
AXL,197.5,201,KEA3,0.2885714285714286,2,AXL,TK,AXL,NA
BLK,256.5,236,KEA3,0.16857142857142857,1,BLK,TK,SRC,SRCB
BMP2K,324,282,KEA3,0.037142857142857144,1,BMP2K,OTHER,"NAK",BIKE
BMPR1A,116.5,124,KEA3,0.56,3,BMPR1A,TKL,STKR,TYPE1
BMPR1B,96,83,KEA3,0.7114285714285714,3,BMPR1B,TKL,STKR,TYPE1
BMPR2,154.5,158,KEA3,0.4514285714285714,2,BMPR2,TKL,STKR,TYPE2
BMX,82.33333333333333,65,KEA3,0.78,4,BMX,TK,TEC,NA
BRAF,105.5,103,KEA3,0.6428571428571429,3,BRAF,TKL,RAF,RAF
BRSK1,222.66666666666666,218,KEA3,0.23142857142857143,1,BRSK1,CAMK,CAMKL,BRSK
BRSK2,183,188,KEA3,0.3342857142857143,2,BRSK2,CAMK,CAMKL,BRSK
BTK,66,41,KEA3,0.8714285714285714,4,BTK,TK,TEC,NA
BUB1,161.5,166,KEA3,0.4228571428571429,2,BUB1,OTHER,BUB,NA
CAMK1,56.666666666666664,30,KEA3,0.9142857142857143,4,CAMK1,CAMK,CAMK1,NA
CAMK1D,244.5,230,KEA3,0.18571428571428572,1,CAMK1D,CAMK,CAMK1,NA
CAMK2A,45.666666666666664,22,KEA3,0.94,4,CAMK2A,CAMK,CAMK2,NA
CAMK2B,108,106,KEA3,0.6314285714285715,3,CAMK2B,CAMK,CAMK2,NA
