Kinase,Score,Rank,Method,Perc,Qrt,hgnc_symbol,group,KinaseFamily,subfamily
AAK1,296,261,KEA3,0.10571428571428572,1,AAK1,OTHER,"NAK",BIKE
ABL1,42.333333333333336,25,KEA3,0.9285714285714286,4,ABL1,TK,ABL,NA
ABL2,165,168,KEA3,0.4228571428571429,2,ABL2,TK,ABL,NA
ACVR1,97.5,90,KEA3,0.7085714285714285,3,ACVR1,TKL,STKR,TYPE1
ACVR1B,183.5,184,KEA3,0.3628571428571429,2,ACVR1B,TKL,STKR,TYPE1
ACVR2B,211,207,KEA3,0.2714285714285714,2,ACVR2B,TKL,STKR,TYPE2
AKT1,20.333333333333332,8,KEA3,0.9771428571428571,4,AKT1,AGC,AKT,NA
AKT2,26.333333333333332,12,KEA3,0.9657142857142857,4,AKT2,AGC,AKT,NA
AKT3,129,131,KEA3,0.5628571428571428,3,AKT3,AGC,AKT,NA
ALK,69.5,57,KEA3,0.8228571428571428,4,ALK,TK,ALK,NA
ARAF,100,95,KEA3,0.6885714285714286,3,ARAF,TKL,RAF,RAF
ATM,84,69,KEA3,0.7828571428571428,4,ATM,ATYPICAL,PIKK,ATM
ATR,64.33333333333333,51,KEA3,0.8428571428571429,4,ATR,ATYPICAL,PIKK,ATR
AURKA,23,10,KEA3,0.9714285714285714,4,AURKA,OTHER,AUR,NA
AURKB,54.666666666666664,41,KEA3,0.8742857142857143,4,AURKB,OTHER,AUR,NA
AURKC,184.5,186,KEA3,0.35428571428571426,2,AURKC,OTHER,AUR,NA
AXL,132,134,KEA3,0.5457142857142857,3,AXL,TK,AXL,NA
BLK,256,232,KEA3,0.18857142857142858,1,BLK,TK,SRC,SRCB
BMP2K,325,286,KEA3,0.03428571428571429,1,BMP2K,OTHER,"NAK",BIKE
BMPR1A,158,160,KEA3,0.4542857142857143,2,BMPR1A,TKL,STKR,TYPE1
BMPR1B,103,99,KEA3,0.6771428571428572,3,BMPR1B,TKL,STKR,TYPE1
BMPR2,197.5,198,KEA3,0.30857142857142855,2,BMPR2,TKL,STKR,TYPE2
BMX,123.33333333333333,123,KEA3,0.5914285714285714,3,BMX,TK,TEC,NA
BRAF,154,157,KEA3,0.4685714285714286,2,BRAF,TKL,RAF,RAF
BRSK1,223,214,KEA3,0.24571428571428572,1,BRSK1,CAMK,CAMKL,BRSK
BRSK2,303,268,KEA3,0.08571428571428572,1,BRSK2,CAMK,CAMKL,BRSK
BTK,70.33333333333333,59,KEA3,0.8171428571428572,4,BTK,TK,TEC,NA
BUB1,161,164,KEA3,0.44,2,BUB1,OTHER,BUB,NA
CAMK1,184,185,KEA3,0.35714285714285715,2,CAMK1,CAMK,CAMK1,NA
CAMK1D,244,224,KEA3,0.21714285714285714,1,CAMK1D,CAMK,CAMK1,NA
CAMK2A,48.333333333333336,31,KEA3,0.9114285714285715,4,CAMK2A,CAMK,CAMK2,NA
CAMK2B,132,134,KEA3,0.5457142857142857,3,CAMK2B,CAMK,CAMK2,NA
CAMK2D,88,75,KEA3,0.7628571428571429,4,CAMK2D,CAMK,CAMK2,NA
CAMK2G,7,2,KEA3,0.9971428571428571,4,CAMK2G,CAMK,CAMK2,NA
CAMK4,145.66666666666666,148,KEA3,0.5057142857142857,3,CAMK4,CAMK,CAMK1,NA
CAMKK1,82.33333333333333,68,KEA3,0.7885714285714286,4,CAMKK1,OTHER,CAMKK,META
CAMKK2,93,81,KEA3,0.7428571428571429,3,CAMKK2,OTHER,CAMKK,META
CDC42BPA,282,250,KEA3,0.13714285714285715,1,CDC42BPA,AGC,DMPK,GEK
CDC7,160,163,KEA3,0.44285714285714284,2,CDC7,OTHER,CDC7,NA
CDK1,48.5,32,KEA3,0.9085714285714286,4,CDK1,CMGC,CDK,CDC2
CDK11A,142,142,KEA3,0.5228571428571429,3,CDK11A,NA,NA,NA
CDK12,149,153,KEA3,0.48857142857142855,2,CDK12,CMGC,CDK,CRK7
CDK15,264,237,KEA3,0.1742857142857143,1,CDK15,CMGC,CDK,PFTAIRE
CDK16,247,227,KEA3,0.2057142857142857,1,CDK16,CMGC,CDK,PCTAIRE
CDK18,254,231,KEA3,0.19142857142857142,1,CDK18,CMGC,CDK,PCTAIRE
CDK19,88,75,KEA3,0.7628571428571429,4,CDK19,CMGC,CDK,CDK8
CDK2,28.666666666666668,13,KEA3,0.9628571428571429,4,CDK2,CMGC,CDK,CDC2
CDK20,176,177,KEA3,0.38857142857142857,2,CDK20,CMGC,CDK,CCRK
CDK3,147,150,KEA3,0.5,3,CDK3,CMGC,CDK,CDC2
CDK4,47.333333333333336,30,KEA3,0.9142857142857143,4,CDK4,CMGC,CDK,CDK4
CDK5,44.333333333333336,27,KEA3,0.9228571428571428,4,CDK5,CMGC,CDK,CDK5
CDK6,48.666666666666664,33,KEA3,0.9057142857142857,4,CDK6,CMGC,CDK,CDK4
CDK7,54,39,KEA3,0.8828571428571429,4,CDK7,CMGC,CDK,CDK7
CDK8,142.5,143,KEA3,0.52,3,CDK8,CMGC,CDK,CDK8
CDK9,96.66666666666667,89,KEA3,0.7114285714285714,3,CDK9,CMGC,CDK,CDK9
CDKL3,300,265,KEA3,0.09428571428571429,1,CDKL3,CMGC,CDKL,NA
CDKL5,59,44,KEA3,0.8628571428571429,4,CDKL5,CMGC,CDKL,NA
CHEK1,34.333333333333336,18,KEA3,0.9485714285714286,4,CHEK1,CAMK,CAMKL,CHK1
CHEK2,106.33333333333333,103,KEA3,0.6657142857142857,3,CHEK2,CAMK,RAD53,NA
CHUK,54.333333333333336,40,KEA3,0.8771428571428571,4,CHUK,OTHER,IKK,NA
CLK1,123,122,KEA3,0.5942857142857143,3,CLK1,CMGC,CLK,NA
CLK2,106,102,KEA3,0.6685714285714286,3,CLK2,CMGC,CLK,NA
CLK3,205,204,KEA3,0.2857142857142857,2,CLK3,CMGC,CLK,NA
CLK4,321,284,KEA3,0.04,1,CLK4,CMGC,CLK,NA
CSF1R,334,293,KEA3,0.014285714285714285,1,CSF1R,TK,PDGFR,NA
CSK,166,170,KEA3,0.41714285714285715,2,CSK,TK,CSK,NA
CSNK1A1,116.33333333333333,114,KEA3,0.6257142857142857,3,CSNK1A1,CK1,CK1,CK1-A
CSNK1A1L,338,297,KEA3,0.002857142857142857,1,CSNK1A1L,CK1,CK1,CK1-A
CSNK1D,101,97,KEA3,0.6828571428571428,3,CSNK1D,CK1,CK1,CK1-D
CSNK1E,108.66666666666667,106,KEA3,0.6571428571428571,3,CSNK1E,CK1,CK1,CK1-D
CSNK1G1,183,183,KEA3,0.3657142857142857,2,CSNK1G1,CK1,CK1,CK1-G
