Kinase,Score,Rank,Method,Perc,Qrt,hgnc_symbol,group,KinaseFamily,subfamily
AAK1,292,273,KEA3,0.11428571428571428,1,AAK1,OTHER,"NAK",BIKE
ABL1,23.666666666666668,14,KEA3,0.9628571428571429,4,ABL1,TK,ABL,NA
ABL2,127.33333333333333,123,KEA3,0.6,3,ABL2,TK,ABL,NA
ACVR1,95,95,KEA3,0.6942857142857143,3,ACVR1,TKL,STKR,TYPE1
ACVR1B,186,185,KEA3,0.38571428571428573,2,ACVR1B,TKL,STKR,TYPE1
ACVR2B,213,210,KEA3,0.3057142857142857,2,ACVR2B,TKL,STKR,TYPE2
AKT1,52.333333333333336,39,KEA3,0.8828571428571429,4,AKT1,AGC,AKT,NA
AKT2,34.333333333333336,21,KEA3,0.94,4,AKT2,AGC,AKT,NA
AKT3,217,213,KEA3,0.29714285714285715,2,AKT3,AGC,AKT,NA
ALK,87.5,80,KEA3,0.7428571428571429,3,ALK,TK,ALK,NA
ARAF,88.5,83,KEA3,0.7342857142857143,3,ARAF,TKL,RAF,RAF
ATM,38.333333333333336,28,KEA3,0.9171428571428571,4,ATM,ATYPICAL,PIKK,ATM
ATR,35.666666666666664,24,KEA3,0.9314285714285714,4,ATR,ATYPICAL,PIKK,ATR
AURKA,74,63,KEA3,0.8057142857142857,4,AURKA,OTHER,AUR,NA
AURKB,61.333333333333336,47,KEA3,0.8542857142857143,4,AURKB,OTHER,AUR,NA
AURKC,185.5,184,KEA3,0.38857142857142857,2,AURKC,OTHER,AUR,NA
AXL,188.5,189,KEA3,0.3742857142857143,2,AXL,TK,AXL,NA
BLK,255,245,KEA3,0.19428571428571428,1,BLK,TK,SRC,SRCB
BMP2K,323,299,KEA3,0.04,1,BMP2K,OTHER,"NAK",BIKE
BMPR1A,160.5,159,KEA3,0.47714285714285715,2,BMPR1A,TKL,STKR,TYPE1
BMPR1B,93,93,KEA3,0.7028571428571428,3,BMPR1B,TKL,STKR,TYPE1
BMPR2,205,201,KEA3,0.3342857142857143,2,BMPR2,TKL,STKR,TYPE2
BMX,92.33333333333333,91,KEA3,0.7085714285714285,3,BMX,TK,TEC,NA
BRAF,183,180,KEA3,0.4,2,BRAF,TKL,RAF,RAF
BRSK1,111,113,KEA3,0.6314285714285715,3,BRSK1,CAMK,CAMKL,BRSK
BRSK2,299,280,KEA3,0.09428571428571429,1,BRSK2,CAMK,CAMKL,BRSK
BTK,59.333333333333336,45,KEA3,0.8628571428571429,4,BTK,TK,TEC,NA
BUB1,97.5,98,KEA3,0.6828571428571428,3,BUB1,OTHER,BUB,NA
CAMK1,103.66666666666667,103,KEA3,0.6628571428571428,3,CAMK1,CAMK,CAMK1,NA
CAMK1D,234.5,226,KEA3,0.2542857142857143,2,CAMK1D,CAMK,CAMK1,NA
CAMK2A,44.666666666666664,34,KEA3,0.8971428571428571,4,CAMK2A,CAMK,CAMK2,NA
CAMK2B,210,206,KEA3,0.32,2,CAMK2B,CAMK,CAMK2,NA
CAMK2D,83.33333333333333,75,KEA3,0.76,4,CAMK2D,CAMK,CAMK2,NA
CAMK2G,7,4,KEA3,0.9914285714285714,4,CAMK2G,CAMK,CAMK2,NA
CAMK4,69.33333333333333,55,KEA3,0.8314285714285714,4,CAMK4,CAMK,CAMK1,NA
CAMKK1,89.66666666666667,86,KEA3,0.7257142857142858,3,CAMKK1,OTHER,CAMKK,META
CAMKK2,176,173,KEA3,0.42857142857142855,2,CAMKK2,OTHER,CAMKK,META
CDC42BPA,270,256,KEA3,0.16285714285714287,1,CDC42BPA,AGC,DMPK,GEK
CDC7,144,142,KEA3,0.5371428571428571,3,CDC7,OTHER,CDC7,NA
CDK1,15,7,KEA3,0.9828571428571429,4,CDK1,CMGC,CDK,CDC2
CDK11A,331,305,KEA3,0.022857142857142857,1,CDK11A,NA,NA,NA
CDK12,312,291,KEA3,0.06285714285714286,1,CDK12,CMGC,CDK,CRK7
CDK15,236,228,KEA3,0.24571428571428572,1,CDK15,CMGC,CDK,PFTAIRE
CDK16,193,191,KEA3,0.3657142857142857,2,CDK16,CMGC,CDK,PCTAIRE
CDK18,212,208,KEA3,0.3142857142857143,2,CDK18,CMGC,CDK,PCTAIRE
CDK19,267,253,KEA3,0.17142857142857143,1,CDK19,CMGC,CDK,CDK8
CDK2,26,16,KEA3,0.9542857142857143,4,CDK2,CMGC,CDK,CDC2
CDK20,280,264,KEA3,0.14,1,CDK20,CMGC,CDK,CCRK
CDK3,74.33333333333333,64,KEA3,0.8,4,CDK3,CMGC,CDK,CDC2
CDK4,42.333333333333336,31,KEA3,0.9057142857142857,4,CDK4,CMGC,CDK,CDK4
CDK5,53,40,KEA3,0.88,4,CDK5,CMGC,CDK,CDK5
CDK6,83.33333333333333,75,KEA3,0.76,4,CDK6,CMGC,CDK,CDK4
CDK7,35,23,KEA3,0.9342857142857143,4,CDK7,CMGC,CDK,CDK7
CDK8,198,195,KEA3,0.35428571428571426,2,CDK8,CMGC,CDK,CDK8
CDK9,96,96,KEA3,0.6885714285714286,3,CDK9,CMGC,CDK,CDK9
CDKL3,296,277,KEA3,0.10285714285714286,1,CDKL3,CMGC,CDKL,NA
CDKL5,76.5,67,KEA3,0.7885714285714286,4,CDKL5,CMGC,CDKL,NA
CHEK1,55.333333333333336,42,KEA3,0.8714285714285714,4,CHEK1,CAMK,CAMKL,CHK1
CHEK2,49.333333333333336,38,KEA3,0.8857142857142857,4,CHEK2,CAMK,RAD53,NA
CHUK,47.333333333333336,37,KEA3,0.8885714285714286,4,CHUK,OTHER,IKK,NA
CLK1,77,68,KEA3,0.7857142857142857,4,CLK1,CMGC,CLK,NA
CLK2,40.5,29,KEA3,0.9142857142857143,4,CLK2,CMGC,CLK,NA
CLK3,188,188,KEA3,0.37714285714285717,2,CLK3,CMGC,CLK,NA
CLK4,319,297,KEA3,0.045714285714285714,1,CLK4,CMGC,CLK,NA
CSF1R,333,307,KEA3,0.017142857142857144,1,CSF1R,TK,PDGFR,NA
CSK,138.66666666666666,138,KEA3,0.5514285714285714,3,CSK,TK,CSK,NA
CSNK1A1,64.66666666666667,48,KEA3,0.8514285714285714,4,CSNK1A1,CK1,CK1,CK1-A
CSNK1A1L,337,311,KEA3,0.005714285714285714,1,CSNK1A1L,CK1,CK1,CK1-A
CSNK1D,94.66666666666667,94,KEA3,0.6971428571428572,3,CSNK1D,CK1,CK1,CK1-D
CSNK1E,81,72,KEA3,0.7742857142857142,4,CSNK1E,CK1,CK1,CK1-D
CSNK1G1,215.5,212,KEA3,0.3,2,CSNK1G1,CK1,CK1,CK1-G
CSNK1G2,208.5,204,KEA3,0.32571428571428573,2,CSNK1G2,CK1,CK1,CK1-G
CSNK1G3,228,222,KEA3,0.26857142857142857,2,CSNK1G3,CK1,CK1,CK1-G
CSNK2A1,2.3333333333333335,1,KEA3,1,4,CSNK2A1,CMGC,CK2,NA
CSNK2A2,75,65,KEA3,0.7942857142857143,4,CSNK2A2,CMGC,CK2,NA
DAPK1,157,156,KEA3,0.4857142857142857,2,DAPK1,CAMK,DAPK,DAPK
DAPK3,198.66666666666666,197,KEA3,0.3457142857142857,2,DAPK3,CAMK,DAPK,DAPK
DCLK1,241,232,KEA3,0.23142857142857143,1,DCLK1,CAMK,DCAMKL,NA
DDR1,137.5,136,KEA3,0.5571428571428572,3,DDR1,TK,DDR,NA
DDR2,179,176,KEA3,0.41714285714285715,2,DDR2,TK,DDR,NA
DMPK,229,223,KEA3,0.26285714285714284,2,DMPK,AGC,DMPK,GEK
DYRK1A,128.33333333333334,124,KEA3,0.5971428571428572,3,DYRK1A,CMGC,DYRK,DYRK1
DYRK1B,111.33333333333333,114,KEA3,0.6285714285714286,3,DYRK1B,CMGC,DYRK,DYRK1
DYRK2,56.666666666666664,44,KEA3,0.8657142857142858,4,DYRK2,CMGC,DYRK,DYRK2
DYRK3,83.5,76,KEA3,0.7542857142857143,4,DYRK3,CMGC,DYRK,DYRK2
DYRK4,69.5,56,KEA3,0.8285714285714286,4,DYRK4,CMGC,DYRK,DYRK2
EEF2K,200,198,KEA3,0.34285714285714286,2,EEF2K,ATYPICAL,ALPHA,EEF2K
EGFR,90.33333333333333,88,KEA3,0.72,3,EGFR,TK,EGFR,NA
EIF2AK1,311,290,KEA3,0.06571428571428571,1,EIF2AK1,OTHER,PEK,HRI
EIF2AK2,150.33333333333334,152,KEA3,0.5028571428571429,3,EIF2AK2,OTHER,PEK,PKR
EIF2AK3,335,309,KEA3,0.011428571428571429,1,EIF2AK3,OTHER,PEK,PEK
EPHA2,317,295,KEA3,0.05142857142857143,1,EPHA2,TK,EPH,NA
EPHA3,129.5,127,KEA3,0.5857142857142857,3,EPHA3,TK,EPH,NA
EPHA4,324,300,KEA3,0.037142857142857144,1,EPHA4,TK,EPH,NA
EPHA8,334,308,KEA3,0.014285714285714285,1,EPHA8,TK,EPH,NA
EPHB1,320,298,KEA3,0.04285714285714286,1,EPHB1,TK,EPH,NA
EPHB2,282,266,KEA3,0.13428571428571429,1,EPHB2,TK,EPH,NA
EPHB3,170,166,KEA3,0.4542857142857143,2,EPHB3,TK,EPH,NA
ERBB2,146,145,KEA3,0.5285714285714286,3,ERBB2,TK,EGFR,NA
ERBB4,316,294,KEA3,0.054285714285714284,1,ERBB4,TK,EGFR,NA
FASTK,212.5,209,KEA3,0.30857142857142855,2,FASTK,ATYPICAL,FAST,NA
FER,68.5,53,KEA3,0.8371428571428572,4,FER,TK,FER,NA
FES,248,240,KEA3,0.20857142857142857,1,FES,TK,FER,NA
FGFR1,116,119,KEA3,0.6114285714285714,3,FGFR1,TK,FGFR,NA
FGFR2,83.5,76,KEA3,0.7542857142857143,4,FGFR2,TK,FGFR,NA
FGFR3,165,164,KEA3,0.46,2,FGFR3,TK,FGFR,NA
FGFR4,92.5,92,KEA3,0.7057142857142857,3,FGFR4,TK,FGFR,NA
FGR,83,74,KEA3,0.7685714285714286,4,FGR,TK,SRC,SRCA
FLT1,300,281,KEA3,0.09142857142857143,1,FLT1,TK,VEGFR,NA
FLT3,192,190,KEA3,0.37142857142857144,2,FLT3,TK,PDGFR,NA
FLT4,244,236,KEA3,0.22,1,FLT4,TK,VEGFR,NA
FRK,80,71,KEA3,0.7771428571428571,4,FRK,TK,SRC,FRK
FYN,36.333333333333336,26,KEA3,0.9257142857142857,4,FYN,TK,SRC,SRCA
GRK1,329,304,KEA3,0.025714285714285714,1,GRK1,AGC,GRK,GRK
GRK2,94.66666666666667,94,KEA3,0.6971428571428572,3,GRK2,AGC,GRK,BARK
GRK3,224.5,217,KEA3,0.28285714285714286,2,GRK3,AGC,GRK,BARK
GRK5,133.33333333333334,130,KEA3,0.5742857142857143,3,GRK5,AGC,GRK,GRK
GRK6,181.66666666666666,178,KEA3,0.4085714285714286,2,GRK6,AGC,GRK,GRK
GSK3A,59.666666666666664,46,KEA3,0.86,4,GSK3A,CMGC,GSK,NA
GSK3B,19.666666666666668,10,KEA3,0.9742857142857143,4,GSK3B,CMGC,GSK,NA
HASPIN,222,215,KEA3,0.2885714285714286,2,HASPIN,OTHER,HASPIN,NA
HCK,132,128,KEA3,0.58,3,HCK,TK,SRC,SRCB
HIPK1,134,131,KEA3,0.5714285714285714,3,HIPK1,CMGC,DYRK,HIPK
HIPK2,96,96,KEA3,0.6885714285714286,3,HIPK2,CMGC,DYRK,HIPK
HIPK3,283,267,KEA3,0.13142857142857142,1,HIPK3,CMGC,DYRK,HIPK
HIPK4,146.5,146,KEA3,0.5257142857142857,3,HIPK4,CMGC,DYRK,HIPK
ICK,268,254,KEA3,0.16857142857142857,1,CILK1,CMGC,RCK,NA
IGF1R,161,160,KEA3,0.4742857142857143,2,IGF1R,TK,INSR,NA
IKBKB,103.66666666666667,103,KEA3,0.6628571428571428,3,IKBKB,OTHER,IKK,NA
IKBKE,31,20,KEA3,0.9428571428571428,4,IKBKE,OTHER,IKK,NA
ILK,143.33333333333334,141,KEA3,0.54,3,ILK,TKL,MLK,ILK
INSR,104.66666666666667,106,KEA3,0.6514285714285715,3,INSR,TK,INSR,NA
IRAK1,187.5,187,KEA3,0.38,2,IRAK1,TKL,IRAK,NA
IRAK3,241.5,233,KEA3,0.22857142857142856,1,IRAK3,TKL,IRAK,NA
IRAK4,281,265,KEA3,0.13714285714285715,1,IRAK4,TKL,IRAK,NA
ITK,139,139,KEA3,0.5485714285714286,3,ITK,TK,TEC,NA
JAK1,165,164,KEA3,0.46,2,JAK1,TK,JAKA,NA
JAK2,74.33333333333333,64,KEA3,0.8,4,JAK2,TK,JAKA,NA
JAK3,163.33333333333334,162,KEA3,0.4685714285714286,2,JAK3,TK,JAKA,NA
KDR,294,275,KEA3,0.10857142857142857,1,KDR,TK,VEGFR,NA
KIT,187,186,KEA3,0.38285714285714284,2,KIT,TK,PDGFR,NA
KSR1,247,239,KEA3,0.21142857142857144,1,KSR1,TKL,RAF,KSR
KSR2,271,257,KEA3,0.16,1,KSR2,TKL,RAF,KSR
LATS1,177.66666666666666,174,KEA3,0.4257142857142857,2,LATS1,AGC,NDR,NA
LATS2,126,121,KEA3,0.6057142857142858,3,LATS2,AGC,NDR,NA
LCK,37.333333333333336,27,KEA3,0.92,4,LCK,TK,SRC,SRCB
LIMK1,269,255,KEA3,0.1657142857142857,1,LIMK1,TKL,LISK,LIMK
LIMK2,182.5,179,KEA3,0.4057142857142857,2,LIMK2,TKL,LISK,LIMK
LRRK2,128.5,125,KEA3,0.5942857142857143,3,LRRK2,TKL,LRRK,NA
LYN,67.33333333333333,52,KEA3,0.84,4,LYN,TK,SRC,SRCB
MAK,235,227,KEA3,0.25142857142857145,2,MAK,CMGC,RCK,NA
