Kinase,Score,Rank,Method,Perc,Qrt,hgnc_symbol,group,KinaseFamily,subfamily
AAK1,292,261,KEA3,0.11428571428571428,1,AAK1,OTHER,"NAK",BIKE
ABL1,57.666666666666664,42,KEA3,0.8657142857142858,4,ABL1,TK,ABL,NA
ABL2,136.33333333333334,139,KEA3,0.5028571428571429,3,ABL2,TK,ABL,NA
ACVR1,141,142,KEA3,0.4942857142857143,2,ACVR1,TKL,STKR,TYPE1
ACVR1B,193,184,KEA3,0.35428571428571426,2,ACVR1B,TKL,STKR,TYPE1
ACVR2B,211,201,KEA3,0.3,2,ACVR2B,TKL,STKR,TYPE2
AKT1,63.666666666666664,48,KEA3,0.84,4,AKT1,AGC,AKT,NA
AKT2,103,98,KEA3,0.6514285714285715,3,AKT2,AGC,AKT,NA
AKT3,39,19,KEA3,0.9485714285714286,4,AKT3,AGC,AKT,NA
ALK,53,33,KEA3,0.8971428571428571,4,ALK,TK,ALK,NA
ARAF,112,110,KEA3,0.5971428571428572,3,ARAF,TKL,RAF,RAF
ATM,69.33333333333333,55,KEA3,0.8171428571428572,4,ATM,ATYPICAL,PIKK,ATM
ATR,49.666666666666664,29,KEA3,0.9171428571428571,4,ATR,ATYPICAL,PIKK,ATR
AURKA,52,32,KEA3,0.9028571428571428,4,AURKA,OTHER,AUR,NA
AURKB,70.66666666666667,57,KEA3,0.8114285714285714,4,AURKB,OTHER,AUR,NA
AURKC,184.5,177,KEA3,0.38,2,AURKC,OTHER,AUR,NA
AXL,187,180,KEA3,0.37142857142857144,2,AXL,TK,AXL,NA
BLK,254,236,KEA3,0.18857142857142858,1,BLK,TK,SRC,SRCB
BMP2K,323,287,KEA3,0.04,1,BMP2K,OTHER,"NAK",BIKE
BMPR1A,166.5,159,KEA3,0.44285714285714284,2,BMPR1A,TKL,STKR,TYPE1
BMPR1B,88,74,KEA3,0.7371428571428571,3,BMPR1B,TKL,STKR,TYPE1
BMPR2,208,199,KEA3,0.30857142857142855,2,BMPR2,TKL,STKR,TYPE2
BMX,71.33333333333333,58,KEA3,0.8057142857142857,4,BMX,TK,TEC,NA
BRAF,185,178,KEA3,0.37714285714285717,2,BRAF,TKL,RAF,RAF
BRSK1,221,208,KEA3,0.27714285714285714,2,BRSK1,CAMK,CAMKL,BRSK
BRSK2,299,268,KEA3,0.09428571428571429,1,BRSK2,CAMK,CAMKL,BRSK
BTK,66,50,KEA3,0.8314285714285714,4,BTK,TK,TEC,NA
BUB1,112.5,112,KEA3,0.5914285714285714,3,BUB1,OTHER,BUB,NA
CAMK1,170.33333333333334,162,KEA3,0.4342857142857143,2,CAMK1,CAMK,CAMK1,NA
CAMK1D,236,219,KEA3,0.24571428571428572,1,CAMK1D,CAMK,CAMK1,NA
CAMK2A,76.33333333333333,63,KEA3,0.7857142857142857,4,CAMK2A,CAMK,CAMK2,NA
CAMK2B,127,129,KEA3,0.54,3,CAMK2B,CAMK,CAMK2,NA
CAMK2D,88,74,KEA3,0.7371428571428571,3,CAMK2D,CAMK,CAMK2,NA
CAMK2G,88,74,KEA3,0.7371428571428571,3,CAMK2G,CAMK,CAMK2,NA
CAMK4,114.33333333333333,113,KEA3,0.5885714285714285,3,CAMK4,CAMK,CAMK1,NA
CAMKK1,74.33333333333333,59,KEA3,0.8028571428571428,4,CAMKK1,OTHER,CAMKK,META
CAMKK2,107,103,KEA3,0.6257142857142857,3,CAMKK2,OTHER,CAMKK,META
CDC42BPA,273,248,KEA3,0.15142857142857144,1,CDC42BPA,AGC,DMPK,GEK
CDC7,184,176,KEA3,0.38571428571428573,2,CDC7,OTHER,CDC7,NA
CDK1,62,45,KEA3,0.8514285714285714,4,CDK1,CMGC,CDK,CDC2
CDK11A,331,293,KEA3,0.022857142857142857,1,CDK11A,NA,NA,NA
CDK12,312,279,KEA3,0.06285714285714286,1,CDK12,CMGC,CDK,CRK7
CDK15,242,225,KEA3,0.2257142857142857,1,CDK15,CMGC,CDK,PFTAIRE
CDK16,207,197,KEA3,0.3142857142857143,2,CDK16,CMGC,CDK,PCTAIRE
CDK18,224,209,KEA3,0.2742857142857143,2,CDK18,CMGC,CDK,PCTAIRE
CDK19,270,245,KEA3,0.16285714285714287,1,CDK19,CMGC,CDK,CDK8
CDK2,62,45,KEA3,0.8514285714285714,4,CDK2,CMGC,CDK,CDC2
CDK20,281,253,KEA3,0.13714285714285715,1,CDK20,CMGC,CDK,CCRK
CDK3,153.66666666666666,153,KEA3,0.46,2,CDK3,CMGC,CDK,CDC2
CDK4,79.33333333333333,66,KEA3,0.7742857142857142,4,CDK4,CMGC,CDK,CDK4
CDK5,67.66666666666667,52,KEA3,0.8257142857142857,4,CDK5,CMGC,CDK,CDK5
CDK6,98,90,KEA3,0.6771428571428572,3,CDK6,CMGC,CDK,CDK4
CDK7,84.66666666666667,70,KEA3,0.76,4,CDK7,CMGC,CDK,CDK7
CDK8,201,192,KEA3,0.32857142857142857,2,CDK8,CMGC,CDK,CDK8
CDK9,112,110,KEA3,0.5971428571428572,3,CDK9,CMGC,CDK,CDK9
CDKL3,296,265,KEA3,0.10285714285714286,1,CDKL3,CMGC,CDKL,NA
CDKL5,51.5,31,KEA3,0.9114285714285715,4,CDKL5,CMGC,CDKL,NA
CHEK1,16.333333333333332,5,KEA3,0.9885714285714285,4,CHEK1,CAMK,CAMKL,CHK1
CHEK2,26.666666666666668,11,KEA3,0.9714285714285714,4,CHEK2,CAMK,RAD53,NA
CHUK,107.33333333333333,104,KEA3,0.6228571428571429,3,CHUK,OTHER,IKK,NA
CLK1,100.5,93,KEA3,0.6685714285714286,3,CLK1,CMGC,CLK,NA
CLK2,92.5,83,KEA3,0.7057142857142857,3,CLK2,CMGC,CLK,NA
CLK3,193.5,185,KEA3,0.3514285714285714,2,CLK3,CMGC,CLK,NA
CLK4,319,285,KEA3,0.045714285714285714,1,CLK4,CMGC,CLK,NA
CSF1R,333,295,KEA3,0.017142857142857144,1,CSF1R,TK,PDGFR,NA
CSK,130.66666666666666,133,KEA3,0.5228571428571429,3,CSK,TK,CSK,NA
CSNK1A1,21.666666666666668,8,KEA3,0.98,4,CSNK1A1,CK1,CK1,CK1-A
CSNK1A1L,337,299,KEA3,0.005714285714285714,1,CSNK1A1L,CK1,CK1,CK1-A
CSNK1D,104,99,KEA3,0.6428571428571429,3,CSNK1D,CK1,CK1,CK1-D
CSNK1E,88.66666666666667,76,KEA3,0.7285714285714285,3,CSNK1E,CK1,CK1,CK1-D
CSNK1G1,216.5,205,KEA3,0.2885714285714286,2,CSNK1G1,CK1,CK1,CK1-G
CSNK1G2,131,134,KEA3,0.52,3,CSNK1G2,CK1,CK1,CK1-G
CSNK1G3,237,220,KEA3,0.24285714285714285,1,CSNK1G3,CK1,CK1,CK1-G
CSNK2A1,30.666666666666668,14,KEA3,0.9628571428571429,4,CSNK2A1,CMGC,CK2,NA
CSNK2A2,84,69,KEA3,0.7628571428571429,4,CSNK2A2,CMGC,CK2,NA
DAPK1,128,130,KEA3,0.5371428571428571,3,DAPK1,CAMK,DAPK,DAPK
