Kinase,Score,Rank,Method,Perc,Qrt,hgnc_symbol,group,KinaseFamily,subfamily
AAK1,292,256,KEA3,0.11428571428571428,1,AAK1,OTHER,"NAK",BIKE
ABL1,24.666666666666668,13,KEA3,0.9628571428571429,4,ABL1,TK,ABL,NA
ABL2,127.66666666666667,119,KEA3,0.5771428571428572,3,ABL2,TK,ABL,NA
ACVR1,84,73,KEA3,0.74,3,ACVR1,TKL,STKR,TYPE1
ACVR1B,183,170,KEA3,0.38857142857142857,2,ACVR1B,TKL,STKR,TYPE1
ACVR2B,211,192,KEA3,0.31142857142857144,2,ACVR2B,TKL,STKR,TYPE2
AKT1,45.666666666666664,25,KEA3,0.9257142857142857,4,AKT1,AGC,AKT,NA
AKT2,21.666666666666668,10,KEA3,0.9742857142857143,4,AKT2,AGC,AKT,NA
AKT3,216,196,KEA3,0.3,2,AKT3,AGC,AKT,NA
ALK,21,9,KEA3,0.9771428571428571,4,ALK,TK,ALK,NA
ARAF,98.5,89,KEA3,0.68,3,ARAF,TKL,RAF,RAF
ATM,54,32,KEA3,0.8942857142857142,4,ATM,ATYPICAL,PIKK,ATM
ATR,57,36,KEA3,0.88,4,ATR,ATYPICAL,PIKK,ATR
AURKA,61.333333333333336,45,KEA3,0.8514285714285714,4,AURKA,OTHER,AUR,NA
AURKB,58.666666666666664,39,KEA3,0.8685714285714285,4,AURKB,OTHER,AUR,NA
AURKC,184.5,172,KEA3,0.38285714285714284,2,AURKC,OTHER,AUR,NA
AXL,188,174,KEA3,0.3742857142857143,2,AXL,TK,AXL,NA
BLK,254,228,KEA3,0.19428571428571428,1,BLK,TK,SRC,SRCB
BMP2K,323,282,KEA3,0.04,1,BMP2K,OTHER,"NAK",BIKE
BMPR1A,157,144,KEA3,0.4942857142857143,2,BMPR1A,TKL,STKR,TYPE1
BMPR1B,89,79,KEA3,0.72,3,BMPR1B,TKL,STKR,TYPE1
BMPR2,204,187,KEA3,0.3314285714285714,2,BMPR2,TKL,STKR,TYPE2
BMX,78,63,KEA3,0.7742857142857142,4,BMX,TK,TEC,NA
BRAF,182.5,169,KEA3,0.3942857142857143,2,BRAF,TKL,RAF,RAF
BRSK1,221,198,KEA3,0.2885714285714286,2,BRSK1,CAMK,CAMKL,BRSK
BRSK2,299,263,KEA3,0.09428571428571429,1,BRSK2,CAMK,CAMKL,BRSK
BTK,72,58,KEA3,0.7971428571428572,4,BTK,TK,TEC,NA
BUB1,97,86,KEA3,0.6942857142857143,3,BUB1,OTHER,BUB,NA
CAMK1,166.66666666666666,151,KEA3,0.4657142857142857,2,CAMK1,CAMK,CAMK1,NA
CAMK1D,233.5,208,KEA3,0.2542857142857143,2,CAMK1D,CAMK,CAMK1,NA
CAMK2A,56.333333333333336,34,KEA3,0.8885714285714286,4,CAMK2A,CAMK,CAMK2,NA
CAMK2B,208,189,KEA3,0.32571428571428573,2,CAMK2B,CAMK,CAMK2,NA
CAMK2D,82.66666666666667,70,KEA3,0.7542857142857143,4,CAMK2D,CAMK,CAMK2,NA
CAMK2G,156,143,KEA3,0.49714285714285716,2,CAMK2G,CAMK,CAMK2,NA
CAMK4,99.66666666666667,92,KEA3,0.6685714285714286,3,CAMK4,CAMK,CAMK1,NA
CAMKK1,81.33333333333333,68,KEA3,0.76,4,CAMKK1,OTHER,CAMKK,META
CAMKK2,174,159,KEA3,0.42857142857142855,2,CAMKK2,OTHER,CAMKK,META
CDC42BPA,270,239,KEA3,0.16285714285714287,1,CDC42BPA,AGC,DMPK,GEK
CDC7,183.5,171,KEA3,0.38571428571428573,2,CDC7,OTHER,CDC7,NA
CDK1,58.5,38,KEA3,0.8714285714285714,4,CDK1,CMGC,CDK,CDC2
CDK11A,331,288,KEA3,0.022857142857142857,1,CDK11A,NA,NA,NA
CDK12,312,274,KEA3,0.06285714285714286,1,CDK12,CMGC,CDK,CRK7
CDK15,236,211,KEA3,0.24571428571428572,1,CDK15,CMGC,CDK,PFTAIRE
CDK16,190,176,KEA3,0.36857142857142855,2,CDK16,CMGC,CDK,PCTAIRE
CDK18,211,192,KEA3,0.31142857142857144,2,CDK18,CMGC,CDK,PCTAIRE
CDK19,267,236,KEA3,0.17142857142857143,1,CDK19,CMGC,CDK,CDK8
CDK2,48,27,KEA3,0.9171428571428571,4,CDK2,CMGC,CDK,CDC2
CDK20,280,247,KEA3,0.14,1,CDK20,CMGC,CDK,CCRK
CDK3,110,104,KEA3,0.6228571428571429,3,CDK3,CMGC,CDK,CDC2
CDK4,62,46,KEA3,0.8457142857142858,4,CDK4,CMGC,CDK,CDK4
CDK5,50,29,KEA3,0.9085714285714286,4,CDK5,CMGC,CDK,CDK5
CDK6,86.66666666666667,76,KEA3,0.7314285714285714,3,CDK6,CMGC,CDK,CDK4
CDK7,39,20,KEA3,0.94,4,CDK7,CMGC,CDK,CDK7
CDK8,198,183,KEA3,0.3457142857142857,2,CDK8,CMGC,CDK,CDK8
CDK9,89.66666666666667,81,KEA3,0.7142857142857143,3,CDK9,CMGC,CDK,CDK9
CDKL3,296,260,KEA3,0.10285714285714286,1,CDKL3,CMGC,CDKL,NA
CDKL5,66,51,KEA3,0.8257142857142857,4,CDKL5,CMGC,CDKL,NA
CHEK1,83,71,KEA3,0.7485714285714286,3,CHEK1,CAMK,CAMKL,CHK1
CHEK2,75,61,KEA3,0.7828571428571428,4,CHEK2,CAMK,RAD53,NA
CHUK,41,22,KEA3,0.9342857142857143,4,CHUK,OTHER,IKK,NA
CLK1,87.5,77,KEA3,0.7285714285714285,3,CLK1,CMGC,CLK,NA
CLK2,69.5,56,KEA3,0.8057142857142857,4,CLK2,CMGC,CLK,NA
CLK3,185.5,173,KEA3,0.37714285714285717,2,CLK3,CMGC,CLK,NA
CLK4,319,280,KEA3,0.045714285714285714,1,CLK4,CMGC,CLK,NA
