Kinase,Score,Rank,Method,Perc,Qrt,hgnc_symbol,group,KinaseFamily,subfamily
AAK1,293,260,KEA3,0.11142857142857143,1,AAK1,OTHER,"NAK",BIKE
ABL1,42.666666666666664,31,KEA3,0.9114285714285715,4,ABL1,TK,ABL,NA
ABL2,127.66666666666667,137,KEA3,0.5314285714285715,3,ABL2,TK,ABL,NA
ACVR1,137.5,151,KEA3,0.4657142857142857,2,ACVR1,TKL,STKR,TYPE1
ACVR1B,144.5,163,KEA3,0.4228571428571429,2,ACVR1B,TKL,STKR,TYPE1
ACVR2B,211,204,KEA3,0.29428571428571426,2,ACVR2B,TKL,STKR,TYPE2
AKT1,61,46,KEA3,0.8657142857142858,4,AKT1,AGC,AKT,NA
AKT2,22.666666666666668,13,KEA3,0.9657142857142857,4,AKT2,AGC,AKT,NA
AKT3,43,32,KEA3,0.9085714285714286,4,AKT3,AGC,AKT,NA
ALK,161.5,179,KEA3,0.3742857142857143,2,ALK,TK,ALK,NA
ARAF,41.5,29,KEA3,0.9171428571428571,4,ARAF,TKL,RAF,RAF
ATM,86.66666666666667,85,KEA3,0.7171428571428572,3,ATM,ATYPICAL,PIKK,ATM
ATR,70.66666666666667,62,KEA3,0.8114285714285714,4,ATR,ATYPICAL,PIKK,ATR
AURKA,66.66666666666667,53,KEA3,0.8371428571428572,4,AURKA,OTHER,AUR,NA
AURKB,66,52,KEA3,0.8428571428571429,4,AURKB,OTHER,AUR,NA
AURKC,184.5,193,KEA3,0.3314285714285714,2,AURKC,OTHER,AUR,NA
AXL,189.5,196,KEA3,0.32,2,AXL,TK,AXL,NA
BLK,254,235,KEA3,0.18571428571428572,1,BLK,TK,SRC,SRCB
BMP2K,323,285,KEA3,0.04,1,BMP2K,OTHER,"NAK",BIKE
BMPR1A,118.5,121,KEA3,0.5914285714285714,3,BMPR1A,TKL,STKR,TYPE1
BMPR1B,95,92,KEA3,0.6971428571428572,3,BMPR1B,TKL,STKR,TYPE1
BMPR2,214.5,208,KEA3,0.28285714285714286,2,BMPR2,TKL,STKR,TYPE2
BMX,119.33333333333333,124,KEA3,0.58,3,BMX,TK,TEC,NA
BRAF,21,12,KEA3,0.9685714285714285,4,BRAF,TKL,RAF,RAF
BRSK1,221,214,KEA3,0.26285714285714284,2,BRSK1,CAMK,CAMKL,BRSK
BRSK2,299,266,KEA3,0.09428571428571429,1,BRSK2,CAMK,CAMKL,BRSK
BTK,80,77,KEA3,0.7542857142857143,4,BTK,TK,TEC,NA
BUB1,135,147,KEA3,0.48,2,BUB1,OTHER,BUB,NA
CAMK1,176.33333333333334,187,KEA3,0.3514285714285714,2,CAMK1,CAMK,CAMK1,NA
