Kinase Name,Kinase Uniprot ID,Kinase Group,Kinase Family,Mean Significance Score,Mean Specificity Score,Median Final score,Max Final score,Median Kinase Statistic,Mean Kinase Statistic,SD Kinase Statitistic,Median Kinase Change,Mean peptide set size
PRKD1,Q15139,CAMK,PKD,0.9753245136458204,2.0704507770154796,3.0177287669604316,3.3410351573355648,-0.6300219150750054,-0.6300219150750054,0,-0.25654571445865787,5
PAK1,Q13153,STE,STE20,0.9377596701155412,1.871733976235096,2.7894139750948437,3.0177287669604316,-0.5833634616583031,-0.5833634616583031,0,-0.2319560919052551,6
ARAF,P10398,TKL,RAF,1.1055909138355793,1.6566059419714003,2.7654827164873135,2.9730583720409705,-0.6654021777284554,-0.6654021777284554,0,-0.22644276736617228,3
BRAF,P15056,TKL,RAF,1.1055909138355793,1.6566059419714003,2.7654827164873135,2.9730583720409705,-0.6654021777284554,-0.6654021777284554,0,-0.22644276736617228,3
PIM3,Q86V86,CAMK,PIM,1.1055909138355793,1.6566059419714003,2.7654827164873135,2.9730583720409705,-0.6654021777284554,-0.6654021777284554,0,-0.22644276736617228,3
MAP3K14,Q99558,STE,STE-Unique,1.0087739243075051,1.337242168318426,2.346016092625931,2.346016092625931,-0.633853399173029,-0.633853399173029,NA,-0.21750077847796212,3
RAF1,P04049,TKL,RAF,0.831161017901912,1.3999299012009632,2.216096420727265,2.771599641296995,-0.5353626904282665,-0.5441483946936921,0.02635711279627703,-0.19203670470419923,6
CDK19,Q9BWU1,CMGC,CDK,0.8151601863595449,1.2900738437612462,2.1137349409702435,2.21838821750685,-0.6077869507488441,-0.6077869507488441,0,-0.324893465357804,3
CDKL4,Q5MAI5,CMGC,CDKL,0.8942049755106408,1.1788048185228348,2.0667783487182594,2.198184831418563,-0.5819437166027966,-0.5819437166027966,0,-0.32082006477653796,3
PRKACA,P17612,AGC,PKA,0.5911933347385818,1.451375562788864,1.958607314841775,2.4266641599339325,-0.41907602458926013,-0.41653729168396053,0.011009687698875802,-0.23566158007807098,32
MAPK12,P53778,CMGC,MAPK,0.7869408923839782,1.1443175094579487,1.8820661649603587,2.6836102489268048,-0.48745417388442575,-0.48923539107687486,0.023051355413825383,-0.2539325249885046,8
CDK6,Q00534,CMGC,CDK,0.7651332054946052,1.1085104079663821,1.8504114322122556,2.2104192878355744,-0.5357895743243111,-0.5437892828159259,0.023999125474844358,-0.3027378802169015,4
AKT1,P31749,AGC,AKT,0.6260935959621523,1.206976463802226,1.7458871604239325,2.307329300843631,-0.4294946824036956,-0.4396218846513633,0.023012367724680596,-0.22497946603343386,19
CDK13,Q14004,CMGC,CDK,0.7933668873810579,0.835986057154359,1.727093732972873,1.7969671129852893,-0.5288646404296858,-0.5098210479280894,0.04405993663741005,-0.32086124976977815,4
IKBKB,O14920,OTHER,IKK,0.8173463080191368,0.8256355960998334,1.6623411089738576,1.7157949322982058,-0.5241954014590072,-0.5241954014590072,0,-0.24383259603686472,3
CAMK2B,Q13554,CAMK,CAMK2,0.7498487277458138,0.8489097855224425,1.5930011443620458,1.6919053479576869,-0.4991606519180946,-0.4981610234843036,0.001999256867582011,-0.308475297240709,4
PRKCE,Q02156,AGC,PKC,0.6062922764191561,0.931510410238009,1.515643207734386,1.7350877754072416,-0.4247513062152272,-0.42965173271391427,0.016431396859226254,-0.22670197643720372,15
RPS6KA1,Q15418,AGC-CAMK,RSK,0.6272302552980566,0.8082121568856253,1.44143541835534,1.7361273231347765,-0.42106184816246484,-0.42201895090771396,0.018812429021972613,-0.22018154942844834,15
MYLK3,Q32MK0,CAMK,MLCK,0.689886558775038,0.7454532423984732,1.4355222076411642,1.4929000805958261,-0.4980137647093122,-0.4980137647093122,0,-0.25593893214423113,3
MAPK13,O15264,CMGC,MAPK,0.6580949950482842,0.7179396181636533,1.4259687322722812,1.6613841615094018,-0.42788187935078814,-0.4198598778618381,0.02123650232750743,-0.21043008852474007,11
PRKX,P51817,AGC,PKA,0.5782355910588522,0.8860936064763415,1.425737170292973,1.8225212174576773,-0.4151614924946476,-0.4216424137261902,0.024583069145631048,-0.22181571943387088,18
