Kinase Name,Kinase Uniprot ID,Kinase Group,Kinase Family,Mean Significance Score,Mean Specificity Score,Median Final score,Max Final score,Median Kinase Statistic,Mean Kinase Statistic,SD Kinase Statitistic,Median Kinase Change,Mean peptide set size
STK38L,Q9Y2H1,AGC,NDR,NA,1.2981496474595522,1.337242168318426,1.3767507096020994,-0.3818995006603257,-0.39698644252082704,0.026131349833226077,NA,6
CAMK2D,Q13557,CAMK,CAMK2,NA,1.314604107725511,1.154901959985743,1.9208187539523751,-0.4199094570531167,-0.4057062424950464,0.030930137119242314,NA,5
PIM1,P11309,CAMK,PIM,NA,0.862851775099653,1.0655015487564323,1.2365720064370627,-0.27878740963221454,-0.27247234551920696,0.008807284447479498,NA,46
PRKG1,Q13976,AGC,PKG,NA,1.1249586544505503,1.0457574905606752,1.6989700043360187,-0.2975027589573621,-0.2984608208327256,0.013991935180399165,NA,27
SGK3,Q96BR1,AGC,SGK,NA,0.9509181880547677,0.9665762445130504,1.1674910872937636,-0.3135388728723075,-0.3318569213832316,0.02784560431837797,NA,10
CAMK4,Q16566,CAMK,CAMK1,NA,0.9196248999817624,0.958607314841775,1.3979400086720375,-0.35482051549583615,-0.3356143919150324,0.024560651786999392,NA,8
PRKCA,P17252,AGC,PKC,NA,0.8467589449938294,0.8297382846050426,1.1307682802690238,-0.2944142416754968,-0.29953356181806307,0.009486434076900785,NA,18
PRKX,P51817,AGC,PKA,NA,0.7788204574180921,0.8181564120552275,1.0087739243075051,-0.28978654140106364,-0.2908973097246032,0.0059948565851701665,NA,23
RPS6KB1,P23443,AGC,RSK,NA,0.8955673488233535,0.8124792791635369,1.0757207139381184,-0.31868493542378135,-0.3125682659166817,0.013232774151473801,NA,15
PRKCG,P05129,AGC,PKC,NA,0.7694054218043174,0.7746907182741372,0.8794260687941501,-0.31182389272559824,-0.3103502326320508,0.007441293573069087,NA,11
DCLK2,Q8N568,CAMK,DCAMKL,NA,0.7954128213103058,0.7698217420690762,1,-0.3276186098131695,-0.33346978167057256,0.014081189877003538,NA,7
NPR2,P20594,RGC,RGC,NA,0.7503089715678491,0.7399286120149252,0.7851561519523022,-0.34407576078512353,-0.35455972836648025,0.018158764515814843,NA,4
AURKA,O14965,CAMK,AUR,NA,0.7259027956347667,0.7304870557820837,0.790484985457369,-0.34927121200889266,-0.34927121200889266,0,NA,4
PRKACB,P22694,AGC,PKA,NA,0.7964827278918309,0.7258421507363202,1.2518119729937995,-0.3033316552494695,-0.29791320136330524,0.01401262449895465,NA,17
PRKCI,P41743,AGC,PKC,NA,0.6381155042405536,0.6307841425898572,0.8601209135987634,-0.2996647483165049,-0.29402962172623065,0.012357431365323617,NA,12
PRKCB,P05771,AGC,PKC,NA,0.612384911815774,0.6126101736612706,0.6615435063953952,-0.2844720250162452,-0.2840648379946905,0.00391531309516254,NA,19
RPS6KB2,Q9UBS0,AGC,RSK,NA,0.5350685122273143,0.6090648928966209,0.9281179926938746,-0.2871523635275734,-0.2645772829456918,0.03795193256582464,NA,16
SGK2,Q9HBY8,AGC,SGK,NA,0.659583878589758,0.59516628338006194,0.9355420107730815,-0.3103258635298271,-0.309065915657497,0.01299018046112695,NA,9
AKT2,P31751,AGC,AKT,NA,0.5855761239241022,0.5883802940367698,0.7746907182741372,-0.27908209415338175,-0.2810236305123948,0.00935871133366255,NA,20
PRKCQ,Q04759,AGC,PKC,NA,0.6713455170757736,0.585026652029182,0.8996294548824371,-0.2862877841367834,-0.2900842607178903,0.00880880091656168,NA,17
MAPKAPK3,Q16644,CAMK,MAPKAPK,NA,0.5257866813578883,0.5816987086802545,0.8297382846050426,-0.27921863255075047,-0.27141098625801147,0.022039252075851147,NA,19
CAMK2G,Q13555,CAMK,CAMK2,NA,0.6780398769025905,0.5376123303961755,1.0655015487564323,-0.30776644609867143,-0.3302842884600878,0.03490839242262742,NA,4
CDK18,Q07002,CMGC,CDK,NA,0.5376020021010439,0.5376020021010439,0.5376020021010439,-0.3335886965941948,-0.3335886965941948,NA,NA,3
SGK1,O00141,AGC,SGK,NA,0.5031251115163582,0.5228787452803376,0.6055483191737837,-0.2829199693847476,-0.28237553787320885,0.006839229124390817,NA,13
CAMK2A,Q9UQM7,CAMK,CAMK2,NA,0.6107641660203402,0.51706063555393,1,-0.30430576312526136,-0.3184252433116344,0.0339553337621815,NA,4
PSKH1,P11801,CAMK,PSK,NA,0.5114584398420736,0.5114584398420736,0.51427857351842,-0.31994265186677157,-0.31994265186677157,0,NA,3
PRKCH,P24723,AGC,PKC,NA,0.4729557864926628,0.494850021680094,0.562249437179612,-0.27873863822496375,-0.28007770601209936,0.013183153514837204,NA,11
RPS6KA1,Q15418,AGC-CAMK,RSK,NA,0.4689755158666753,0.48678239993206096,0.7851561519523022,-0.28137721596196136,-0.27450009900680755,0.03086486863745711,NA,15
CAMK2B,Q13554,CAMK,CAMK2,NA,0.4753120513399024,0.4841261562883209,0.5985994592184559,-0.3162877181076615,-0.3034211196308333,0.024619958612166787,NA,4
PRKCD,Q05655,AGC,PKC,NA,0.4618365480321673,0.46597389394386496,0.5086383061657274,-0.2730514016859327,-0.2725871502056951,0.0026060218588081665,NA,17
PRKCZ,Q05513,AGC,PKC,NA,0.40145227333794914,0.453457336521869,0.48678239993206096,-0.2804112452026442,-0.2706178358338934,0.019433194257873508,NA,8
MAPK13,O15264,CMGC,MAPK,NA,0.3832885323896927,0.42712839779951983,0.51427857351842,-0.2735907862080358,-0.2663684355844815,0.028010375862954632,NA,9
PAK1,Q13153,STE,STE20,NA,0.4188654521217443,0.42021640338318983,0.438898616350944,-0.28187977547461446,-0.28187977547461446,0,NA,6
PRKY,O43930,AGC,PKA,NA,0.40409006830290706,0.4132320524950469,0.5316526695878427,-0.2664180472295262,-0.28060993393913986,0.03276854449951808,NA,8
CDK17,Q00537,CMGC,CDK,NA,0.4067139329795427,0.4067139329795427,0.4067139329795427,-0.29285738869069,-0.29285738869069,NA,NA,3
MAPK1,P28482,CMGC,MAPK,NA,0.43292707467457314,0.3957739469155299,0.6777807052660807,-0.2684887168448876,-0.2751756485009541,0.012771440786388111,NA,11
PKN1,Q16512,AGC,PKN,NA,0.3614482317659452,0.3788237182249648,0.4225082001627747,-0.2828181133988264,-0.27553624148895606,0.014449516614407864,NA,3
MAPK9,P45984,CMGC,MAPK,NA,0.3435488754972737,0.37468754903832613,0.4736607226101559,-0.26799645875817807,-0.25844428747153475,0.026697961341013328,NA,11
TEX14,Q8IWB6,OTHER,NKF5,NA,0.3503950782787818,0.3645162531850879,0.38721614328026455,-0.27555565050045194,-0.27555565050045194,0,NA,3
CDKL1,Q00532,CMGC,CDKL,NA,0.4220031254749133,0.36051351073141397,0.8927900303521317,-0.27541833943550775,-0.28807130579849816,0.06879616524612071,NA,5
RPS6KL1,Q9Y6S9,OTHER,RSKL,NA,0.3576378178731418,0.35556252708236036,0.3829996588791011,-0.28041599759970776,-0.28041599759970776,0,NA,3
AKT1,P31749,AGC,AKT,NA,0.4863006722643436,0.3545777306509081,1.1307682802690238,-0.26204624179779057,-0.26801695401412573,0.017165206992537034,NA,20
MTOR,P42345,Atypical,PIKK,NA,0.496587535144404,0.35066514128785814,0.7495799976911061,-0.26500151760609947,-0.2957232934118225,0.03643154449167727,NA,6
COQ8A,Q8NI60,Atypical,ABC1,NA,0.4035356832834572,0.3467874862246563,0.575118363368933,-0.26639198007699805,-0.27781755588594387,0.021879773962057307,NA,8
CHEK2,O96017,CAMK,RAD53,NA,0.32282342833040656,0.33535802444387447,0.37059040089728107,-0.2651067235937067,-0.26005839658570273,0.011267888017999448,NA,12
RPS6KA2,Q15349,AGC-CAMK,RSK,NA,0.31533927486406477,0.32975414692587596,0.645891560852599,-0.2604393414283602,-0.24135778410944234,0.04010469057379324,NA,16
PRKAA1,Q13131,CAMK,CAMKL,NA,0.3783118873184532,0.31695296176115045,0.5171264163912462,-0.2596143856239481,-0.27306513785638836,0.01869292231066808,NA,8
PRKCE,Q02156,AGC,PKC,NA,0.331922271952762,0.31515463835558755,0.4736607226101559,-0.25728764937964277,-0.25882408748760577,0.010009089527980883,NA,16
NPR1,P16066,RGC,RGC,NA,0.31035953943490235,0.3133637307377066,0.33535802444387447,-0.2609516024456697,-0.25945736654347834,0.004081748021437516,NA,11
DYRK1A,Q13627,CMGC,DYRK,NA,0.2994430849662495,0.29593431094129563,0.3279021420642826,-0.2586907426004859,-0.2596838161786616,0.0015384629719332435,NA,3
RPS6KA5,O75582,AGC-CAMK,RSK,NA,0.3238957854079734,0.28399665636520083,0.46852108295774486,-0.2537382901498196,-0.25705247875539056,0.007736223080305614,NA,34
MAPK3,P27361,CMGC,MAPK,NA,0.3465362452037165,0.28066871301627333,0.5816987086802545,-0.2493009554705899,-0.2624657565520565,0.02542758945907471,NA,12
PRKAB1,Q9Y478,NA,NA,NA,0.27456369199683334,0.28066871301627333,0.29413628771608075,-0.24896384004293698,-0.24896384004293698,0,NA,4
ATR,Q13535,Atypical,PIKK,NA,0.25800414380684383,0.27245874297144357,0.324221658325915,-0.2501477299110652,-0.24233191990727576,0.023447430011368328,NA,7
PRKACA,P17612,AGC,PKA,NA,0.4098695340971731,0.27083521030722996,1.0757207139381184,-0.25022559879054784,-0.25562462508822203,0.016550766308172687,NA,36
CSNK2A1,P68400,CMGC,CK2,NA,0.26124521234271125,0.2580609222708011,0.28232949699773785,-0.24495992510643774,-0.24495992510643774,0,NA,3
PIM2,Q9P1W9,CAMK,PIM,NA,0.2977797752327376,0.2564902352715702,0.44369749923271273,-0.2550086865337352,-0.25561933441106677,0.005533472701920746,NA,30
CDKL5,O76039,CMGC,CDKL,NA,0.235152990056489,0.23507701535011155,0.2692177243336108,-0.23994234129653172,-0.23887937336867965,0.0018153633370823572,NA,4
PRKG2,Q13237,AGC,PKG,NA,0.2108658431588032,0.21752737583371382,0.32975414692587596,-0.24445515036054147,-0.2441666045641628,0.010030419505519238,NA,23
MAPK10,P53779,CMGC,MAPK,NA,0.26349208047961475,0.2006594505464183,0.4921441283041691,-0.2385755844647138,-0.2502231262770631,0.018445837670508992,NA,15
AKT3,Q9Y243,AGC,AKT,NA,0.19078487645817394,0.1912167784662314,0.3448615651886179,-0.22834198664873512,-0.22139143777372766,0.028842015765027797,NA,6
NEK8,Q86SG6,NEK,NEK,NA,0.18554621330214527,0.18650562095541007,0.19654288435158612,-0.2175825429614758,-0.2175825429614758,0,NA,3
MAPK8,P45983,CMGC,MAPK,NA,0.23034988222812205,0.1830961606243397,0.47108329972234525,-0.2385755844647138,-0.245581555536344,0.014816153858332393,NA,16
CDK11A,Q9UQ88,CMGC,NA,NA,0.1789081392815324,0.1771788457308407,0.2006594505464183,-0.21422916955341542,-0.21612370563269157,0.002935002673530253,NA,4
PLK3,Q9H4B4,CAMK,PLK,NA,0.17303703391566858,0.17652577082969892,0.1804560644581313,-0.21451877998009206,-0.21158534059902365,0.005866878762136832,NA,4
RPS6KA6,Q9UK32,AGC-CAMK,RSK,NA,0.1781412985618787,0.1758746541770766,0.27736607746618774,-0.2272654028218685,-0.22727436912165924,0.017301939008585537,NA,10
IKBKE,Q14164,OTHER,IKK,NA,0.18316065722941183,0.17392519729917355,0.2740883677049518,-0.2178803128031265,-0.21596560134419265,0.020784747279955988,NA,4
RPS6KC1,Q96S38,OTHER,RSKL,NA,0.172738827155282,0.17327796212267416,0.19928292171761497,-0.20724747687648146,-0.20724747687648146,0,NA,3
MAPKAPK2,P49137,CAMK,MAPKAPK,NA,0.19811881753376417,0.17005330405836405,0.3010299956639812,-0.23840637823594982,-0.2386713652665287,0.01546727721577017,NA,17
CDK1,P06493,CMGC,CDK,NA,0.15913982188820336,0.16494389827988373,0.23210238398190938,-0.22420422600721,-0.2261485339569083,0.011840588601023582,NA,10
ROCK2,O75116,AGC,DMPK,NA,0.20045640097367495,0.16367588429324828,0.26440110030182007,-0.2029004765155128,-0.21959947037658228,0.02438222702738178,NA,4
RPS6KA3,P51812,AGC-CAMK,RSK,NA,0.1531383103548922,0.16241156176448873,0.21324857785443882,-0.23256102353404512,-0.22756454399059695,0.013089620330672447,NA,14
ROCK1,Q13464,AGC,DMPK,NA,0.1664360984666204,0.15989390554324223,0.18442225167573273,-0.20659537546537562,-0.20719878315849313,8.262500122315197e-4,NA,3
RPS6KA4,O75676,AGC-CAMK,RSK,NA,0.15692864191254052,0.15692864191254052,0.16877030613293661,-0.20847072557002067,-0.20847072557002067,0,NA,4
IKBKB,O14920,OTHER,IKK,NA,0.15789160915267722,0.15614457737683893,0.19654288435158612,-0.19861279561395806,-0.19861279561395806,0,NA,3
CDK6,Q00534,CMGC,CDK,NA,0.14928688610654417,0.1549019599857432,0.19654288435158612,-0.20957912613081509,-0.1959522575398299,0.0408806057729556,NA,4
MAPK12,P53778,CMGC,MAPK,NA,0.13633275426532993,0.15119529894819625,0.17005330405836405,-0.21082503456575497,-0.20422298004805986,0.021674542468317213,NA,7
RAF1,P04049,TKL,RAF,NA,0.145661421045793,0.14752000636314366,0.1524273408578878,-0.21149255193587257,-0.2118106454268935,9.542804730628408e-4,NA,6
CDK10,Q15131,CMGC,CDK,NA,0.14668061658216122,0.1390699711549525,0.2062096153091813,-0.18359588017918918,-0.19610631228959366,0.025020864220808944,NA,3
ARAF,P10398,TKL,RAF,NA,0.13098453548715233,0.13548891894160814,0.14387555575769967,-0.183816429561266,-0.183816429561266,0,NA,3
BRAF,P15056,TKL,RAF,NA,0.13098453548715233,0.13548891894160814,0.14387555575769967,-0.183816429561266,-0.183816429561266,0,NA,3
PIM3,Q86V86,CAMK,PIM,NA,0.13098453548715233,0.13548891894160814,0.14387555575769967,-0.183816429561266,-0.183816429561266,0,NA,3
NUAK1,O60285,CAMK,CAMKL,NA,0.13255771513340153,0.13430394008392949,0.14874165128092473,-0.18104816333484566,-0.18104816333484566,0,NA,3
CHEK1,O14757,CAMK,CAMKL,NA,0.12564729227276436,0.13312218566250114,0.149966742310231,-0.19773967700117887,-0.1930277781371767,0.0093498844477781,NA,5
CDK3,Q00526,CMGC,CDK,NA,0.11763985896722787,0.13076828026902382,0.14874165128092473,-0.20869839205177518,-0.20071418051203696,0.00976550601423566,NA,7
MAPK15,Q8TD08,CMGC,MAPK,NA,0.12147820449879346,0.12147820449879346,0.12147820449879346,-0.17048886362519622,-0.17048886362519622,NA,NA,3
DAPK3,O43293,CAMK,DAPK,NA,0.1149284572950792,0.12033079436794646,0.14146280243036088,-0.17965416105653417,-0.17479581019303697,0.014575052590491643,NA,3
CSNK1A1,P48729,CK1,CK1,NA,0.14446724421109217,0.11125903931710739,0.22914798835785583,-0.19711783441206338,-0.20829848682467034,0.020669850158208294,NA,6
CDK13,Q14004,CMGC,CDK,NA,0.10777451578422083,0.10707181762578807,0.13076828026902382,-0.17673797654172152,-0.1750510131707492,0.009903297986104129,NA,4
CDK4,P11802,CMGC,CDK,NA,0.1096369363187479,0.10237290870955855,0.18708664335714442,-0.1853706358249835,-0.18913141504466682,0.011282337659049938,NA,5
CDK2,P24941,CMGC,CDK,NA,0.08495506967181043,0.09691001300805639,0.14387555575769967,-0.20816779402193297,-0.1864480172929545,0.04690035612553749,NA,10
MAP3K8,P41279,STE,STE-Unique,NA,0.0984841339793199,0.09691001300805639,0.11690664142431006,-0.16551997475944788,-0.16551997475944788,0,NA,3
MAPK7,Q13164,CMGC,MAPK,NA,0.12241674262573483,0.09151498112135022,0.30277065724028246,-0.20321416644086415,-0.18975978880499114,0.056292895431534803,NA,9
AURKB,Q96GD4,CAMK,AUR,NA,0.11547604585710712,0.09044397075882467,0.21896306137886817,-0.1657995481461122,-0.17992039267396762,0.02802018219218453,NA,4
CDK15,Q96Q40,CMGC,CDK,NA,0.08092190762392612,0.08092190762392612,0.08092190762392612,-0.13654984169637063,-0.13654984169637063,0,NA,3
MAPK11,Q15759,CMGC,MAPK,NA,0.0774577278530849,0.07779372256098363,0.08092190762392612,-0.1539240164594724,-0.1491179799727549,0.008324299378024558,NA,4
CDK7,P50613,CMGC,CDK,NA,0.06476801105055645,0.06854212931099495,0.10902040301031106,-0.19228193261466967,-0.18066616373900737,0.028001922792953705,NA,9
CDKL4,Q5MAI5,CMGC,CDKL,NA,0.0575608678226425,0.05950179268546904,0.06651271215129456,-0.12475465148808877,-0.12475465148808877,0,NA,3
PRKD1,Q15139,CAMK,PKD,NA,0.04312777501051225,0.04383156952463668,0.05256627811294924,-0.13794917303119555,-0.13794917303119555,0,NA,5
