Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
SGK1,54.51682288871151,20,PTM-SEA,0.7285714285714285,3,AGC,SGK,SGK,SGK1
PIK3C2A,0,46,PTM-SEA,0,1,NA,NA,NA,PIK3C2A
CHEK1,-77.271355900491,8,PTM-SEA,0.9,4,CAMK,CAMKL,CHK1,CHEK1
AURKA,20.159561773057035,42,PTM-SEA,0.34285714285714286,2,OTHER,AUR,AUR,AURKA
RPS6KA5,0,46,PTM-SEA,0,1,AGC,RSK,MSK,RPS6KA5
CHEK2,-47.9402532060076,25,PTM-SEA,0.6571428571428571,3,CAMK,RAD53,RAD53,CHEK2
RAF1,36.88404661142871,34,PTM-SEA,0.45714285714285713,2,TKL,RAF,RAF,RAF1
PRKCG,0,46,PTM-SEA,0,1,AGC,PKC,ALPHA,PRKCG
PRKCB,5.026050615906244,45,PTM-SEA,0.2857142857142857,2,AGC,PKC,ALPHA,PRKCB
CDK1,-48.89904248864758,23,PTM-SEA,0.6857142857142857,3,CMGC,CDK,CDC2,CDK1
ARAF,43.775102175628376,29,PTM-SEA,0.5857142857142857,3,TKL,RAF,RAF,ARAF
PIM1,39.32484441488264,33,PTM-SEA,0.4714285714285714,2,CAMK,PIM,PIM,PIM1
CDK4,-87.0087697293373,3,PTM-SEA,0.9714285714285714,4,CMGC,CDK,CDK4,CDK4
SRC,0,46,PTM-SEA,0,1,TK,SRC,SRCA,SRC
BRAF,43.775102175628376,29,PTM-SEA,0.5857142857142857,3,TKL,RAF,RAF,BRAF
PRKCA,41.22351656021484,31,PTM-SEA,0.5571428571428572,3,AGC,PKC,ALPHA,PRKCA
PRKACA,65.64846857264834,13,PTM-SEA,0.8285714285714286,4,AGC,PKA,PKA,PRKACA
PRKACG,81.00882267832282,6,PTM-SEA,0.9285714285714286,4,AGC,PKA,PKA,PRKACG
PRKACB,39.32484441488264,33,PTM-SEA,0.4714285714285714,2,AGC,PKA,PKA,PRKACB
RPS6KB1,44.02664521155944,28,PTM-SEA,0.6142857142857143,3,AGC,RSK,P70,RPS6KB1
CDK2,-59.63033159085268,17,PTM-SEA,0.7714285714285715,4,CMGC,CDK,CDC2,CDK2
MAPK3,34.45655348327407,37,PTM-SEA,0.4142857142857143,2,CMGC,MAPK,ERK1,MAPK3
MAPK1,36.83720639044084,36,PTM-SEA,0.42857142857142855,2,CMGC,MAPK,ERK1,MAPK1
AKT1,30.186427757859175,39,PTM-SEA,0.38571428571428573,2,AGC,AKT,AKT,AKT1
AKT2,67.6330977540338,11,PTM-SEA,0.8571428571428571,4,AGC,AKT,AKT,AKT2
MAP3K8,58.89770597037661,18,PTM-SEA,0.7571428571428571,4,STE,STE-UNIQUE,STE-UNIQUE,MAP3K8
PRKCI,39.32484441488264,33,PTM-SEA,0.4714285714285714,2,AGC,PKC,IOTA,PRKCI
MTOR,0,46,PTM-SEA,0,1,ATYPICAL,PIKK,FRAP,MTOR
MAPK8,0,46,PTM-SEA,0,1,CMGC,MAPK,JNK,MAPK8
MAPKAPK2,61.327889356530434,16,PTM-SEA,0.7857142857142857,4,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
GSK3B,67.47050467638347,12,PTM-SEA,0.8428571428571429,4,CMGC,GSK,GSK,GSK3B
CDK7,-50.899209486165994,22,PTM-SEA,0.7,3,CMGC,CDK,CDK7,CDK7
CDK9,6.551383399209488,43,PTM-SEA,0.3142857142857143,2,CMGC,CDK,CDK9,CDK9
RPS6KA3,56.14165305937118,19,PTM-SEA,0.7428571428571429,3,AGC,RSK,RSK,RPS6KA3
NEK2,0,46,PTM-SEA,0,1,OTHER,NEK,NEK2,NEK2
DAPK1,0,46,PTM-SEA,0,1,CAMK,DAPK,DAPK,DAPK1
PRKAA2,40.90924648162243,32,PTM-SEA,0.5428571428571428,3,CAMK,CAMKL,AMPK,PRKAA2
CSNK2A1,65.48876338703197,14,PTM-SEA,0.8142857142857143,4,CMGC,CK2,CK2,CSNK2A1
PRKDC,-117.92490118577075,1,PTM-SEA,1,4,ATYPICAL,PIKK,DNAPK,PRKDC
ATM,0,46,PTM-SEA,0,1,ATYPICAL,PIKK,ATM,ATM
AURKB,-6.352677892166593,44,PTM-SEA,0.3,2,OTHER,AUR,AUR,AURKB
CDK3,0,46,PTM-SEA,0,1,CMGC,CDK,CDC2,CDK3
CDK6,6.551383399209488,43,PTM-SEA,0.3142857142857143,2,CMGC,CDK,CDK4,CDK6
CDK5,-72.5317799081502,10,PTM-SEA,0.8714285714285714,4,CMGC,CDK,CDK5,CDK5
PRKCE,65.41426797548093,15,PTM-SEA,0.8,4,AGC,PKC,ETA,PRKCE
PRKCQ,22.346562592492603,41,PTM-SEA,0.35714285714285715,2,AGC,PKC,DELTA,PRKCQ
PRKCZ,51.910042307375974,21,PTM-SEA,0.7142857142857143,3,AGC,PKC,IOTA,PRKCZ
PRKCD,84.7111893776938,5,PTM-SEA,0.9428571428571428,4,AGC,PKC,DELTA,PRKCD
PRKAA1,43.6590646970884,30,PTM-SEA,0.5714285714285714,3,CAMK,CAMKL,AMPK,PRKAA1
PAK1,33.51420828659182,38,PTM-SEA,0.4,2,STE,STE20,PAKA,PAK1
PAK2,102.30237154150197,2,PTM-SEA,0.9857142857142858,4,STE,STE20,PAKA,PAK2
PRKG2,-25.41972094821938,40,PTM-SEA,0.37142857142857144,2,AGC,PKG,PKG,PRKG2
ROCK1,0,46,PTM-SEA,0,1,AGC,DMPK,ROCK,ROCK1
ATR,0,46,PTM-SEA,0,1,ATYPICAL,PIKK,ATR,ATR
CAMK2G,0,46,PTM-SEA,0,1,CAMK,CAMK2,CAMK2,CAMK2G
DYRK1A,0,46,PTM-SEA,0,1,CMGC,DYRK,DYRK1,DYRK1A
PRKG1,44.15465503721005,27,PTM-SEA,0.6285714285714286,3,AGC,PKG,PKG,PRKG1
PRKD1,86.95215108638527,4,PTM-SEA,0.9571428571428572,4,CAMK,PKD,PKD,PRKD1
RPS6KA2,44.96080957038785,26,PTM-SEA,0.6428571428571429,3,AGC,RSK,RSK,RPS6KA2
RPS6KA1,48.18716766384467,24,PTM-SEA,0.6714285714285714,3,AGC,RSK,RSK,RPS6KA1
PKN1,-78.34249272322944,7,PTM-SEA,0.9142857142857143,4,AGC,PKN,PKN,PKN1
MAPK14,36.84426980508418,35,PTM-SEA,0.44285714285714284,2,CMGC,MAPK,P38,MAPK14
PIM3,39.32484441488264,33,PTM-SEA,0.4714285714285714,2,CAMK,PIM,PIM,PIM3
BRSK2,0,46,PTM-SEA,0,1,CAMK,CAMKL,BRSK,BRSK2
BRSK1,0,46,PTM-SEA,0,1,CAMK,CAMKL,BRSK,BRSK1
PASK,0,46,PTM-SEA,0,1,CAMK,CAMKL,PASK,PASK
VRK1,0,46,PTM-SEA,0,1,CK1,VRK,VRK,VRK1
PLK3,0,46,PTM-SEA,0,1,OTHER,PLK,PLK2,PLK3
NEK6,0,46,PTM-SEA,0,1,OTHER,NEK,NEK6,NEK6
PIM2,39.32484441488264,33,PTM-SEA,0.4714285714285714,2,CAMK,PIM,PIM,PIM2
AKT3,73.68870686816915,9,PTM-SEA,0.8857142857142857,4,AGC,AKT,AKT,AKT3
AAK1,298,251,KEA3,0.1,1,OTHER,NAK,BIKE,AAK1
ABL1,25.666666666666668,12,KEA3,0.9685714285714285,4,TK,ABL,ABL,ABL1
ABL2,154.33333333333334,140,KEA3,0.4742857142857143,2,TK,ABL,ABL,ABL2
ACVR1,87,71,KEA3,0.7542857142857143,4,TKL,STKR,TYPE1,ACVR1
ACVR1B,167,155,KEA3,0.42,2,TKL,STKR,TYPE1,ACVR1B
ACVR2B,211,193,KEA3,0.2857142857142857,2,TKL,STKR,TYPE2,ACVR2B
AKT1,28.333333333333332,14,KEA3,0.9628571428571429,4,AGC,AKT,AKT,AKT1
AKT2,52,34,KEA3,0.8857142857142857,4,AGC,AKT,AKT,AKT2
AKT3,83,68,KEA3,0.7685714285714286,4,AGC,AKT,AKT,AKT3
ALK,54,37,KEA3,0.8742857142857143,4,TK,ALK,ALK,ALK
ARAF,83.5,69,KEA3,0.7657142857142857,4,TKL,RAF,RAF,ARAF
ATM,116.66666666666667,102,KEA3,0.6171428571428571,3,ATYPICAL,PIKK,ATM,ATM
ATR,75,55,KEA3,0.8114285714285714,4,ATYPICAL,PIKK,ATR,ATR
AURKA,55,38,KEA3,0.8714285714285714,4,OTHER,AUR,AUR,AURKA
AURKB,61,44,KEA3,0.8542857142857143,4,OTHER,AUR,AUR,AURKB
AURKC,185,173,KEA3,0.3514285714285714,2,OTHER,AUR,AUR,AURKC
AXL,202,187,KEA3,0.3028571428571429,2,TK,AXL,AXL,AXL
BLK,256.5,223,KEA3,0.18,1,TK,SRC,SRCB,BLK
BMP2K,324,273,KEA3,0.037142857142857144,1,OTHER,NAK,BIKE,BMP2K
BMPR1A,176,165,KEA3,0.38,2,TKL,STKR,TYPE1,BMPR1A
BMPR1B,111,95,KEA3,0.6571428571428571,3,TKL,STKR,TYPE1,BMPR1B
BMPR2,225,210,KEA3,0.2257142857142857,1,TKL,STKR,TYPE2,BMPR2
BMX,111,95,KEA3,0.6571428571428571,3,TK,TEC,TEC,BMX
BRAF,118.5,105,KEA3,0.6028571428571429,3,TKL,RAF,RAF,BRAF
BRSK1,224,208,KEA3,0.2342857142857143,1,CAMK,CAMKL,BRSK,BRSK1
BRSK2,304,257,KEA3,0.08285714285714285,1,CAMK,CAMKL,BRSK,BRSK2
BTK,82.33333333333333,66,KEA3,0.78,4,TK,TEC,TEC,BTK
BUB1,148.5,134,KEA3,0.5057142857142857,3,OTHER,BUB,BUB,BUB1
CAMK1,81.66666666666667,65,KEA3,0.7828571428571428,4,CAMK,CAMK1,CAMK1,CAMK1
CAMK1D,244,217,KEA3,0.20285714285714285,1,CAMK,CAMK1,CAMK1,CAMK1D
CAMK2A,48.666666666666664,30,KEA3,0.9028571428571428,4,CAMK,CAMK2,CAMK2,CAMK2A
CAMK2B,110,94,KEA3,0.6628571428571428,3,CAMK,CAMK2,CAMK2,CAMK2B
CAMK2D,88.66666666666667,74,KEA3,0.7457142857142857,3,CAMK,CAMK2,CAMK2,CAMK2D
CAMK2G,14,7,KEA3,0.9828571428571429,4,CAMK,CAMK2,CAMK2,CAMK2G
CAMK4,73,53,KEA3,0.8257142857142857,4,CAMK,CAMK1,CAMK1,CAMK4
CAMKK1,126.33333333333333,112,KEA3,0.58,3,OTHER,CAMKK,META,CAMKK1
CAMKK2,112.5,96,KEA3,0.6542857142857142,3,OTHER,CAMKK,META,CAMKK2
CDC42BPA,283,240,KEA3,0.13142857142857142,1,AGC,DMPK,GEK,CDC42BPA
CDC7,170,158,KEA3,0.4057142857142857,2,OTHER,CDC7,CDC7,CDC7
CDK1,36,21,KEA3,0.9371428571428572,4,CMGC,CDK,CDC2,CDK1
CDK11A,332,279,KEA3,0.02,1,CMGC,CDK,CDK11,CDK11A
CDK11A,332,279,KEA3,0.02,1,NA,NA,NA,CDK11A
CDK12,314,266,KEA3,0.05714285714285714,1,CMGC,CDK,CRK7,CDK12
CDK15,267,227,KEA3,0.16857142857142857,1,CMGC,CDK,PFTAIRE,CDK15
CDK16,254,222,KEA3,0.18285714285714286,1,CMGC,CDK,PCTAIRE,CDK16
CDK18,236,215,KEA3,0.20857142857142857,1,CMGC,CDK,PCTAIRE,CDK18
CDK19,280,237,KEA3,0.14,1,CMGC,CDK,CDK8,CDK19
CDK2,38,22,KEA3,0.9342857142857143,4,CMGC,CDK,CDC2,CDK2
CDK20,198,183,KEA3,0.32,2,CMGC,CDK,CCRK,CDK20
CDK3,71.66666666666667,52,KEA3,0.8314285714285714,4,CMGC,CDK,CDC2,CDK3
CDK4,60,43,KEA3,0.8571428571428571,4,CMGC,CDK,CDK4,CDK4
CDK5,16.666666666666668,9,KEA3,0.9771428571428571,4,CMGC,CDK,CDK5,CDK5
CDK6,95,79,KEA3,0.7228571428571429,3,CMGC,CDK,CDK4,CDK6
CDK7,74,54,KEA3,0.8171428571428572,4,CMGC,CDK,CDK7,CDK7
CDK8,196,181,KEA3,0.32571428571428573,2,CMGC,CDK,CDK8,CDK8
CDK9,75,55,KEA3,0.8114285714285714,4,CMGC,CDK,CDK9,CDK9
CDKL3,302,255,KEA3,0.08857142857142856,1,CMGC,CDKL,CDKL,CDKL3
CDKL5,87,71,KEA3,0.7542857142857143,4,CMGC,CDKL,CDKL,CDKL5
CHEK1,51,33,KEA3,0.8885714285714286,4,CAMK,CAMKL,CHK1,CHEK1
CHEK2,116.66666666666667,102,KEA3,0.6171428571428571,3,CAMK,RAD53,RAD53,CHEK2
CHUK,54,37,KEA3,0.8742857142857143,4,OTHER,IKK,IKK,CHUK
CLK1,116.5,101,KEA3,0.6285714285714286,3,CMGC,CLK,CLK,CLK1
CLK2,99,84,KEA3,0.7028571428571428,3,CMGC,CLK,CLK,CLK2
CLK3,215.5,198,KEA3,0.26571428571428574,2,CMGC,CLK,CLK,CLK3
CLK4,320,271,KEA3,0.04285714285714286,1,CMGC,CLK,CLK,CLK4
CSF1R,147,132,KEA3,0.5114285714285715,3,TK,PDGFR,PDGFR,CSF1R
CSK,149,135,KEA3,0.49714285714285716,2,TK,CSK,CSK,CSK
CSNK1A1,94.33333333333333,78,KEA3,0.7257142857142858,3,CK1,CK1,CK1-A,CSNK1A1
CSNK1A1L,337,284,KEA3,0.005714285714285714,1,CK1,CK1,CK1-A,CSNK1A1L
CSNK1D,104.66666666666667,90,KEA3,0.6771428571428572,3,CK1,CK1,CK1-D,CSNK1D
CSNK1E,134.33333333333334,120,KEA3,0.5514285714285714,3,CK1,CK1,CK1-D,CSNK1E
CSNK1G1,147,132,KEA3,0.5114285714285715,3,CK1,CK1,CK1-G,CSNK1G1
CSNK1G2,224.5,209,KEA3,0.23142857142857143,1,CK1,CK1,CK1-G,CSNK1G2
CSNK1G3,265,225,KEA3,0.1742857142857143,1,CK1,CK1,CK1-G,CSNK1G3
CSNK2A1,45,26,KEA3,0.9171428571428571,4,CMGC,CK2,CK2,CSNK2A1
CSNK2A2,133.66666666666666,119,KEA3,0.5571428571428572,3,CMGC,CK2,CK2,CSNK2A2
DAPK1,180,168,KEA3,0.37142857142857144,2,CAMK,DAPK,DAPK,DAPK1
DAPK3,174,163,KEA3,0.38571428571428573,2,CAMK,DAPK,DAPK,DAPK3
DCLK1,135,121,KEA3,0.5485714285714286,3,CAMK,DCAMKL,DCAMKL,DCLK1
DDR1,80.5,62,KEA3,0.7914285714285715,4,TK,DDR,DDR,DDR1
DDR2,202,187,KEA3,0.3028571428571429,2,TK,DDR,DDR,DDR2
DMPK,74,54,KEA3,0.8171428571428572,4,AGC,DMPK,GEK,DMPK
DYRK1A,120.33333333333333,107,KEA3,0.5942857142857143,3,CMGC,DYRK,DYRK1,DYRK1A
DYRK1B,104.66666666666667,90,KEA3,0.6771428571428572,3,CMGC,DYRK,DYRK1,DYRK1B
DYRK2,77.33333333333333,57,KEA3,0.8057142857142857,4,CMGC,DYRK,DYRK2,DYRK2
DYRK3,165.5,153,KEA3,0.4257142857142857,2,CMGC,DYRK,DYRK2,DYRK3
DYRK4,106.5,92,KEA3,0.6714285714285714,3,CMGC,DYRK,DYRK2,DYRK4
EEF2K,145.5,130,KEA3,0.52,3,ATYPICAL,ALPHA,EEF2K,EEF2K
EGFR,43,25,KEA3,0.92,4,TK,EGFR,EGFR,EGFR
EIF2AK1,313,265,KEA3,0.06,1,OTHER,PEK,HRI,EIF2AK1
EIF2AK2,143,128,KEA3,0.5257142857142857,3,OTHER,PEK,PKR,EIF2AK2
EIF2AK3,335,282,KEA3,0.011428571428571429,1,OTHER,PEK,PEK,EIF2AK3
EPHA2,319,270,KEA3,0.045714285714285714,1,TK,EPH,EPH,EPHA2
EPHA3,129.5,116,KEA3,0.5657142857142857,3,TK,EPH,EPH,EPHA3
EPHA4,325,274,KEA3,0.03428571428571429,1,TK,EPH,EPH,EPHA4
EPHA8,334,281,KEA3,0.014285714285714285,1,TK,EPH,EPH,EPHA8
EPHB1,321,272,KEA3,0.04,1,TK,EPH,EPH,EPHB1
EPHB2,289,245,KEA3,0.11714285714285715,1,TK,EPH,EPH,EPHB2
EPHB3,206,190,KEA3,0.29428571428571426,2,TK,EPH,EPH,EPHB3
ERBB2,113.5,98,KEA3,0.6371428571428571,3,TK,EGFR,EGFR,ERBB2
ERBB4,318,269,KEA3,0.04857142857142857,1,TK,EGFR,EGFR,ERBB4
FASTK,236,215,KEA3,0.20857142857142857,1,ATYPICAL,FAST,FAST,FASTK
FER,34.5,18,KEA3,0.9457142857142857,4,TK,FER,FER,FER
FES,270,230,KEA3,0.16,1,TK,FER,FER,FES
FGFR1,159.66666666666666,148,KEA3,0.44571428571428573,2,TK,FGFR,FGFR,FGFR1
FGFR2,139.5,126,KEA3,0.5314285714285715,3,TK,FGFR,FGFR,FGFR2
FGFR3,182.5,170,KEA3,0.3657142857142857,2,TK,FGFR,FGFR,FGFR3
FGFR4,91,75,KEA3,0.74,3,TK,FGFR,FGFR,FGFR4
FGR,42,24,KEA3,0.9257142857142857,4,TK,SRC,SRCA,FGR
FLT1,305,258,KEA3,0.08,1,TK,VEGFR,VEGFR,FLT1
FLT3,191,179,KEA3,0.3314285714285714,2,TK,PDGFR,PDGFR,FLT3
FLT4,269,229,KEA3,0.16285714285714287,1,TK,VEGFR,VEGFR,FLT4
FRK,165.5,153,KEA3,0.4257142857142857,2,TK,SRC,FRK,FRK
FYN,53.666666666666664,36,KEA3,0.88,4,TK,SRC,SRCA,FYN
GRK1,330,278,KEA3,0.022857142857142857,1,AGC,GRK,GRK,GRK1
GRK2,40.666666666666664,23,KEA3,0.9285714285714286,4,AGC,GRK,BARK,GRK2
GRK3,104.5,89,KEA3,0.6828571428571428,3,AGC,GRK,BARK,GRK3
GRK5,49.333333333333336,31,KEA3,0.9,4,AGC,GRK,GRK,GRK5
GRK6,126.66666666666667,113,KEA3,0.5771428571428572,3,AGC,GRK,GRK,GRK6
GSK3A,79.66666666666667,61,KEA3,0.7942857142857143,4,CMGC,GSK,GSK,GSK3A
GSK3B,12.333333333333334,6,KEA3,0.9857142857142858,4,CMGC,GSK,GSK,GSK3B
HASPIN,221,203,KEA3,0.24857142857142858,1,OTHER,HASPIN,HASPIN,HASPIN
HCK,125.33333333333333,111,KEA3,0.5828571428571429,3,TK,SRC,SRCB,HCK
HIPK1,115.5,100,KEA3,0.6314285714285715,3,CMGC,DYRK,HIPK,HIPK1
HIPK2,137.66666666666666,123,KEA3,0.54,3,CMGC,DYRK,HIPK,HIPK2
HIPK3,290,246,KEA3,0.11428571428571428,1,CMGC,DYRK,HIPK,HIPK3
HIPK4,82.5,67,KEA3,0.7714285714285715,4,CMGC,DYRK,HIPK,HIPK4
ICK,281,238,KEA3,0.13714285714285715,1,CMGC,RCK,RCK,CILK1
IGF1R,114.66666666666667,99,KEA3,0.6342857142857142,3,TK,INSR,INSR,IGF1R
IKBKB,69.33333333333333,49,KEA3,0.84,4,OTHER,IKK,IKK,IKBKB
IKBKE,57,40,KEA3,0.8657142857142858,4,OTHER,IKK,IKK,IKBKE
ILK,102.66666666666667,88,KEA3,0.6857142857142857,3,TKL,MLK,ILK,ILK
INSR,99,84,KEA3,0.7028571428571428,3,TK,INSR,INSR,INSR
IRAK1,183,171,KEA3,0.36,2,TKL,IRAK,IRAK,IRAK1
IRAK3,248,220,KEA3,0.19142857142857142,1,TKL,IRAK,IRAK,IRAK3
IRAK4,288,244,KEA3,0.12,1,TKL,IRAK,IRAK,IRAK4
ITK,158.66666666666666,147,KEA3,0.4514285714285714,2,TK,TEC,TEC,ITK
JAK1,207,191,KEA3,0.2914285714285714,2,TK,JAKA,JAKA,JAK1
JAK2,70.33333333333333,50,KEA3,0.8371428571428572,4,TK,JAKA,JAKA,JAK2
JAK3,158,145,KEA3,0.45714285714285713,2,TK,JAKA,JAKA,JAK3
KDR,300,253,KEA3,0.09428571428571429,1,TK,VEGFR,VEGFR,KDR
KIT,246,218,KEA3,0.2,1,TK,PDGFR,PDGFR,KIT
KSR1,219,201,KEA3,0.2571428571428571,2,TKL,RAF,KSR,KSR1
KSR2,102,86,KEA3,0.6914285714285714,3,TKL,RAF,KSR,KSR2
LATS1,192,180,KEA3,0.32857142857142857,2,AGC,NDR,NDR,LATS1
LATS2,136,122,KEA3,0.5428571428571428,3,AGC,NDR,NDR,LATS2
LCK,56.666666666666664,39,KEA3,0.8685714285714285,4,TK,SRC,SRCB,LCK
LIMK1,282,239,KEA3,0.13428571428571429,1,TKL,LISK,LIMK,LIMK1
LIMK2,217.5,200,KEA3,0.26,2,TKL,LISK,LIMK,LIMK2
LRRK2,170,158,KEA3,0.4057142857142857,2,TKL,LRRK,LRRK,LRRK2
LYN,91.66666666666667,76,KEA3,0.7371428571428571,3,TK,SRC,SRCB,LYN
MAK,266,226,KEA3,0.17142857142857143,1,CMGC,RCK,RCK,MAK
MAP2K1,71,51,KEA3,0.8342857142857143,4,STE,STE7,MEK1,MAP2K1
MAP2K2,191,179,KEA3,0.3314285714285714,2,STE,STE7,MEK1,MAP2K2
MAP2K3,154,139,KEA3,0.47714285714285715,2,STE,STE7,MEK3,MAP2K3
MAP2K4,120,106,KEA3,0.5971428571428572,3,STE,STE7,MEK4,MAP2K4
MAP2K6,156.66666666666666,143,KEA3,0.4657142857142857,2,STE,STE7,MEK3,MAP2K6
MAP2K7,127.5,115,KEA3,0.5685714285714286,3,STE,STE7,MEK7,MAP2K7
MAP3K1,232,212,KEA3,0.22,1,STE,STE11,MEKK1,MAP3K1
MAP3K10,271,231,KEA3,0.15714285714285714,1,TKL,MLK,MLK,MAP3K10
MAP3K11,204.66666666666666,189,KEA3,0.29714285714285715,2,TKL,MLK,MLK,MAP3K11
MAP3K13,248.5,221,KEA3,0.18571428571428572,1,TKL,MLK,LZK,MAP3K13
MAP3K14,105.66666666666667,91,KEA3,0.6742857142857143,3,STE,STE-UNIQUE,STE-UNIQUE,MAP3K14
MAP3K20,209,192,KEA3,0.2885714285714286,2,TKL,MLK,ZAK,MAP3K20
MAP3K3,200,185,KEA3,0.31142857142857144,2,STE,STE11,MEKK2,MAP3K3
MAP3K4,183,171,KEA3,0.36,2,STE,STE11,MEKK4,MAP3K4
MAP3K5,157,144,KEA3,0.46285714285714286,2,STE,STE11,ASK,MAP3K5
MAP3K6,144,129,KEA3,0.5228571428571429,3,STE,STE11,ASK,MAP3K6
MAP3K7,87.33333333333333,72,KEA3,0.7514285714285714,4,TKL,MLK,TAK1,MAP3K7
MAP3K8,78,60,KEA3,0.7971428571428572,4,STE,STE-UNIQUE,STE-UNIQUE,MAP3K8
MAP4K1,268,228,KEA3,0.1657142857142857,1,STE,STE20,KHS,MAP4K1
MAP4K2,199,184,KEA3,0.3171428571428571,2,STE,STE20,KHS,MAP4K2
MAP4K3,294,249,KEA3,0.10571428571428572,1,STE,STE20,KHS,MAP4K3
MAP4K4,309,261,KEA3,0.07142857142857142,1,STE,STE20,MSN,MAP4K4
MAP4K5,156,142,KEA3,0.4685714285714286,2,STE,STE20,KHS,MAP4K5
MAPK1,25.666666666666664,11,KEA3,0.9714285714285714,4,CMGC,MAPK,ERK1,MAPK1
MAPK10,131.33333333333334,118,KEA3,0.56,3,CMGC,MAPK,JNK,MAPK10
MAPK11,92,77,KEA3,0.7285714285714285,3,CMGC,MAPK,P38,MAPK11
MAPK12,120,106,KEA3,0.5971428571428572,3,CMGC,MAPK,P38,MAPK12
MAPK13,158.33333333333334,146,KEA3,0.4542857142857143,2,CMGC,MAPK,P38,MAPK13
MAPK14,34.666666666666664,19,KEA3,0.9428571428571428,4,CMGC,MAPK,P38,MAPK14
MAPK15,188,177,KEA3,0.34,2,CMGC,MAPK,ERK7,MAPK15
MAPK3,33.333333333333336,16,KEA3,0.9514285714285714,4,CMGC,MAPK,ERK1,MAPK3
MAPK6,215,197,KEA3,0.26857142857142857,2,CMGC,MAPK,ERK3,MAPK6
MAPK7,118,104,KEA3,0.6085714285714285,3,CMGC,MAPK,ERK5,MAPK7
MAPK8,100.33333333333333,85,KEA3,0.6971428571428572,3,CMGC,MAPK,JNK,MAPK8
MAPK9,50,32,KEA3,0.8914285714285715,4,CMGC,MAPK,JNK,MAPK9
MAPKAPK2,98.33333333333333,83,KEA3,0.7085714285714285,3,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
MAPKAPK3,297,250,KEA3,0.10285714285714286,1,CAMK,MAPKAPK,MAPKAPK,MAPKAPK3
MAPKAPK5,57.333333333333336,41,KEA3,0.8628571428571429,4,CAMK,MAPKAPK,MAPKAPK,MAPKAPK5
MARK2,124.66666666666667,110,KEA3,0.5857142857142857,3,CAMK,CAMKL,MARK,MARK2
MARK3,173,160,KEA3,0.3942857142857143,2,CAMK,CAMKL,MARK,MARK3
MARK4,333,280,KEA3,0.017142857142857144,1,CAMK,CAMKL,MARK,MARK4
MAST1,222.5,205,KEA3,0.24285714285714285,1,AGC,MAST,MAST,MAST1
MAST2,312,264,KEA3,0.06285714285714286,1,AGC,MAST,MAST,MAST2
MATK,173,160,KEA3,0.3942857142857143,2,TK,CSK,CSK,MATK
MELK,303,256,KEA3,0.08571428571428572,1,CAMK,CAMKL,MELK,MELK
MERTK,154,139,KEA3,0.47714285714285715,2,TK,AXL,AXL,MERTK
