Kinase Name,Kinase Uniprot ID,Kinase Group,Kinase Family,Mean Significance Score,Mean Specificity Score,Median Final score,Max Final score,Median Kinase Statistic,Mean Kinase Statistic,SD Kinase Statitistic,Median Kinase Change,Mean peptide set size
IKBKE,Q14164,OTHER,IKK,NA,1.7890785235924607,2.0969100130080562,2.6989700043360187,-0.3748819389310952,-0.3588013781573297,0.05194693111765421,NA,8
TEX14,Q8IWB6,OTHER,NKF5,NA,1.8788958953125063,1.853871964321762,2,-0.44586616158535247,-0.525130787267931,0.12115203970236875,NA,4
PDPK1,O15530,AGC,PKB,NA,1.675051410621383,1.6989700043360187,2.0969100130080562,-0.473113251694405,-0.4598712028036023,0.05209711202923337,NA,4
MAPK13,O15264,CMGC,MAPK,NA,1.633040507268378,1.6197887582883939,1.7958800173440752,-0.2528646356984108,-0.2626339357377465,0.01183314577822993,NA,20
PRKDC,P78527,Atypical,PIKK,NA,1.5801363322863327,1.5528419686577808,1.853871964321762,-0.4572116981435458,-0.4572116981435458,0,NA,4
ATR,Q13535,Atypical,PIKK,NA,1.3810292620992217,1.3767507096020994,1.5228787452803376,-0.38659240855305094,-0.38659240855305094,0,NA,5
NEK4,P51957,NEK,NEK,NA,1.3122472823983333,1.3187587626244128,1.337242168318426,-0.4473502584057221,-0.4473502584057221,0,NA,3
TBK1,Q9UHD2,OTHER,IKK,NA,1.2579079552323371,1.2365720064370627,1.3979400086720375,-0.33733951575356835,-0.33528030870600267,0.003882440290005079,NA,6
NPR2,P20594,RGC,RGC,NA,1.1912190739055635,1.154901959985743,1.3979400086720375,-0.3562802877495468,-0.3774162564514142,0.09260147806693277,NA,5
DCLK3,Q9C098,CAMK,DCAMKL,NA,1.0383115412906196,1.0269704698074382,1.1079053973095196,-0.35532466811256497,-0.35532466811256497,0,NA,3
CSNK2A1,P68400,CMGC,CK2,NA,1.0031029080112968,1,1.0457574905606752,-0.33942097606412097,-0.33942097606412097,0,NA,3
DAPK2,Q9UIK4,CAMK,DAPK,NA,0.9462590065116483,0.9830469814866561,1.0177287669604316,-0.30080018642441997,-0.30257342822270306,0.0032834057972146637,NA,4
SGK3,Q96BR1,AGC,SGK,NA,0.913322143997481,0.9829666607012196,1.1079053973095196,-0.255345801962554,-0.2517029659709218,0.05354366197731624,NA,9
TNIK,Q9UKE5,STE,STE20,NA,0.9720893700927414,0.9746941347352298,0.9829666607012196,-0.3431310093908482,-0.3431310093908482,0,NA,3
IKBKB,O14920,OTHER,IKK,NA,0.8579990132387162,0.9281179926938746,1.0087739243075051,-0.2916160180056781,-0.27455330373745196,0.02034685968149397,NA,5
RPS6KB1,P23443,AGC,RSK,NA,0.7256837620551744,0.8181564120552275,1.0757207139381184,-0.22291617880718376,-0.19867375210047744,0.05942161709894633,NA,14
MAP3K5,Q99683,STE,STE11,NA,0.8236681468524958,0.8153178456093821,0.906578314837765,-0.3063534651544382,-0.3063534651544382,0,NA,3
MAP3K6,O95382,STE,STE11,NA,0.8225647188436254,0.8124792791635369,0.8538719643217619,-0.3063534651544382,-0.3063534651544382,0,NA,3
CHUK,O15111,OTHER,IKK,NA,0.8183931479957427,0.7495799976911061,1,-0.24197414188002164,-0.26517917964607646,0.03480755664908222,NA,6
CHEK1,O14757,CAMK,CAMKL,NA,0.7284219677996205,0.7258421507363202,0.790484985457369,-0.2524687291322022,-0.253093126274618,0.001873191427247382,NA,5
CDK2,P24941,CMGC,CDK,NA,0.7249572036775008,0.7166987712964504,0.8860566476931632,-0.20428150707937845,-0.20126684640481746,0.00799111973155489,NA,19
MAP3K14,Q99558,STE,STE-Unique,NA,0.7477219136583431,0.7033348097384688,1.0362121726544447,-0.2557237225263054,-0.2750137150061542,0.054118666055042806,NA,4
SGK2,Q9HBY8,AGC,SGK,NA,0.6905601409473199,0.7033348097384688,1.1307682802690238,-0.20401351774170587,-0.22958047886294145,0.05861660975491799,NA,12
SGK1,O00141,AGC,SGK,NA,0.5652614822790287,0.6861327796308466,1.2218487496163564,-0.2202182815224157,-0.19648573546256107,0.07414514798143074,NA,13
NRK,Q7Z2Y5,STE,STE20,NA,0.6829226478095677,0.6829226478095677,0.712198270069774,-0.26192147592536835,-0.26192147592536835,0,NA,3
CSNK1E,P49674,CK1,CK1,NA,0.6819366650372385,0.6819366650372385,0.6819366650372385,-0.2626535920517063,-0.2626535920517063,NA,NA,3
PKN1,Q16512,AGC,PKN,NA,0.6849173554347346,0.6777807052660807,0.721246399047171,-0.25200721952259353,-0.25200721952259353,0,NA,4
CSNK1D,P48730,CK1,CK1,NA,0.6737414569431538,0.6737414569431538,0.6819366650372385,-0.2626535920517063,-0.2626535920517063,0,NA,3
GSK3A,P49840,CMGC,GSK,NA,0.7166574656917714,0.6575773191777937,0.9430951486635274,-0.2305821266128969,-0.24881842666096998,0.036201257038070825,NA,5
NEK8,Q86SG6,NEK,NEK,NA,0.6865230806003316,0.617463899448604,1.3767507096020994,-0.21800033884502504,-0.24600053452776147,0.15623855657788382,NA,4
MAPK7,Q13164,CMGC,MAPK,NA,0.5737310525037481,0.585026652029182,0.6777807052660807,-0.19179297748299545,-0.19644607450632612,0.010395402572578542,NA,13
STK38L,Q9Y2H1,AGC,NDR,NA,0.5801981352645815,0.5801981352645815,0.5917600346881504,-0.23385352831580994,-0.23385352831580994,0,NA,3
MAPK10,P53779,CMGC,MAPK,NA,0.5741497145340733,0.5718652059712112,0.6695862266508091,-0.1797168158307237,-0.18153753931087865,0.008305678531546708,NA,25
ARAF,P10398,TKL,RAF,NA,0.5654310959658012,0.5654310959658012,0.5654310959658012,-0.23225086687868948,-0.23225086687868948,NA,NA,3
CDKL4,Q5MAI5,CMGC,CDKL,NA,0.5680087031176034,0.5638402665727066,0.7746907182741372,-0.2356685346620996,-0.22292098168856977,0.032407392891093345,NA,4
CDKL3,Q8IVW4,CMGC,CDKL,NA,0.5590909179347823,0.5590909179347823,0.5590909179347823,-0.23353274595343457,-0.23353274595343457,NA,NA,3
BRAF,P15056,TKL,RAF,NA,0.601522867576094,0.5559552040819237,0.707743928643524,-0.23225086687868948,-0.23774608181338222,0.008513150370358087,NA,3
CDK1,P06493,CMGC,CDK,NA,0.5348253829407196,0.5287082889410615,0.5654310959658012,-0.18126002502319352,-0.18080180962811931,0.004037839169860765,NA,21
MAPK9,P45984,CMGC,MAPK,NA,0.5098185951947114,0.5003129173815962,0.7544873321858502,-0.17890997517319224,-0.18104120686566028,0.0203218472595847,NA,19
PRKACG,P22612,AGC,PKA,NA,0.49211001924909004,0.4788619162959637,0.5287082889410615,-0.21614312926334764,-0.21614312926334764,0,NA,3
