Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
SGK1,36.34011502548705,31,PTM-SEA,0.5714285714285714,3,AGC,SGK,SGK,SGK1
PIK3C2A,0,46,PTM-SEA,0,1,NA,NA,NA,PIK3C2A
CHEK1,-94.34045689808833,2,PTM-SEA,0.9857142857142858,4,CAMK,CAMKL,CHK1,CHEK1
AURKA,-37.33003075284063,30,PTM-SEA,0.5857142857142857,3,OTHER,AUR,AUR,AURKA
RPS6KA5,0,46,PTM-SEA,0,1,AGC,RSK,MSK,RPS6KA5
CHEK2,-58.96967780139298,16,PTM-SEA,0.7857142857142857,4,CAMK,RAD53,RAD53,CHEK2
RAF1,7.460714342544888,44,PTM-SEA,0.3,2,TKL,RAF,RAF,RAF1
PRKCG,0,46,PTM-SEA,0,1,AGC,PKC,ALPHA,PRKCG
PRKCB,2.6866289930125706,45,PTM-SEA,0.2857142857142857,2,AGC,PKC,ALPHA,PRKCB
CDK1,-32.03963018391136,33,PTM-SEA,0.5428571428571428,3,CMGC,CDK,CDC2,CDK1
ARAF,20.306709758570133,37,PTM-SEA,0.4714285714285714,2,TKL,RAF,RAF,ARAF
PIM1,19.337310013531145,38,PTM-SEA,0.4,2,CAMK,PIM,PIM,PIM1
CDK4,-81.19761767493885,7,PTM-SEA,0.9142857142857143,4,CMGC,CDK,CDK4,CDK4
SRC,0,46,PTM-SEA,0,1,TK,SRC,SRCA,SRC
BRAF,20.306709758570133,37,PTM-SEA,0.4714285714285714,2,TKL,RAF,RAF,BRAF
PRKCA,25.619555687124684,35,PTM-SEA,0.5142857142857142,3,AGC,PKC,ALPHA,PRKCA
PRKACA,59.6847334479086,15,PTM-SEA,0.8,4,AGC,PKA,PKA,PRKACA
PRKACG,55.451467558483124,19,PTM-SEA,0.7428571428571429,3,AGC,PKA,PKA,PRKACG
PRKACB,19.337310013531145,38,PTM-SEA,0.4,2,AGC,PKA,PKA,PRKACB
RPS6KB1,61.853918716886916,13,PTM-SEA,0.8285714285714286,4,AGC,RSK,P70,RPS6KB1
CDK2,-75.4316338736553,9,PTM-SEA,0.8857142857142857,4,CMGC,CDK,CDC2,CDK2
MAPK3,14.816924795115899,41,PTM-SEA,0.35714285714285715,2,CMGC,MAPK,ERK1,MAPK3
MAPK1,17.198117189616095,40,PTM-SEA,0.37142857142857144,2,CMGC,MAPK,ERK1,MAPK1
AKT1,33.614884833410876,32,PTM-SEA,0.5571428571428572,3,AGC,AKT,AKT,AKT1
AKT2,51.64604863821063,21,PTM-SEA,0.7142857142857143,3,AGC,AKT,AKT,AKT2
MAP3K8,45.9530560579527,25,PTM-SEA,0.6571428571428571,3,STE,STE-UNIQUE,STE-UNIQUE,MAP3K8
PRKCI,19.337310013531145,38,PTM-SEA,0.4,2,AGC,PKC,IOTA,PRKCI
MTOR,0,46,PTM-SEA,0,1,ATYPICAL,PIKK,FRAP,MTOR
MAPK8,0,46,PTM-SEA,0,1,CMGC,MAPK,JNK,MAPK8
MAPKAPK2,43.54613139680468,28,PTM-SEA,0.6142857142857143,3,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
